GeneIndex;Weight
0; 0,4195396
1; 0,3197583
2; -0,2394947
3; -0,761206
4; 0,5666005
5; -0,7217491
6; -0,1282669
7; -0,3146759
8; -1
9; -0,1728977
10; -0,8630762
11; -0,6012326
12; -0,5606986
13; 0,2757253
14; 0,9418179
15; 0,1315651
16; -1
17; 0,4688167
18; -0,7068139
19; 0,2719235
20; -0,6926337
21; -0,3569943
22; 0,3498836
23; -0,236852
24; 0,9884405
25; -0,4033846
26; 0,9743895
27; -0,6538645
28; -0,4921632
29; -0,7419971
30; -0,211742
31; -0,5379533
32; 0,7595714
33; 0,7645999
34; 0,4684123
35; -0,804653
36; -0,4156522
37; 0,9819961
38; -0,4573635
39; -0,297335
40; 0,0868308
41; -0,5046089
42; 0,4894905
43; -0,1061995
44; -0,2400281
45; 0,4231133
46; -0,6473817
47; 0,7673925
48; -0,339506
49; 0,7774553
50; -0,1007816
51; 0,1425993
52; -0,3106995
53; 0,01520208
54; -0,7281948
55; 0,9702182
56; 0,5911558
57; -0,7311792
58; -0,2294627
59; 0,8462898
60; -0,2936807
61; -0,380188
62; 0,5520435
63; -0,6372721
64; 1
65; -0,7334173
66; -0,8191988
67; -0,1830808
68; 0,4836026
69; 0,009521224
70; 0,6030478
71; 0,4736488
72; 0,2141266
73; -1
74; -0,9769053
75; -0,8398321
76; -1
77; 0,9371063
78; 0,6595994
79; 0,572004
80; -0,3703401
81; -0,2428122
82; -0,07200333
83; -0,5193243
84; 0,2473096
85; 0,513039
86; 0,3989364
87; 0,2279768
88; -0,1729664
89; -0,3237029
90; 0,7119545
91; 0,9059317
92; -0,2872633
93; -0,1663703
94; 0,1642886
95; 0,3355033
96; 0,2974809
97; 0,3909656
98; 0,993685
99; -0,1281845
100; -0,2832939
101; 0,7177968
102; -0,1548951
103; -0,5043747
104; -0,5109848
105; 0,2880295
106; -0,5325794
107; -0,2234631
108; -0,6099524
109; 0,7841471
110; -0,2062654
111; -0,7880577
112; -1
113; -1
114; -0,6644517
115; -0,09164693
116; 0,5473362
117; -0,6428795
118; -0,2099425
119; 0,8220805
120; 0,9029357
121; -0,5219584
122; 0,9704743
123; -0,2535102
124; -1
125; 0,316853
126; -0,7735477
127; 0,5774139
128; 0,5554702
129; -0,7997376
130; -0,2249097
131; -0,8269021
132; -0,8777014
133; 0,2921497
134; -0,09261046
135; -0,7968161
136; -0,008375529
137; 0,7264029
138; 0,8763753
139; 0,5665019
140; 0,05409462
141; 0,5811076
142; -0,3444616
143; 0,2639458
144; -1
145; -0,1177565
146; -0,4298152
147; 0,2601852
148; 0,3666325
149; -0,5350491
150; 0,0402406
151; 0,8854281
152; -0,2237384
153; -0,6780561
154; -0,297051
155; 0,1122939
156; -0,6571122
157; 0,356594
158; -0,08922512
159; 0,5344874
160; 1
