Generation,Fitness
663,0,09144181
663,0,07953238
663,0,06131005
663,0,01232904
663,0,02363759
663,0,0656634
663,0,02166152
663,0,114299
663,0
663,0
663,0,07804406
663,0,1791874
663,0,0845387
663,0,08443159
663,0,01881528
663,0,05888575
663,0,04492438
663,0
663,0,0284546
663,0,05516577
663,0,03698248
663,0,1320248
663,0,09281546
663,0,02061713
663,0,03924704
663,0,07204837
663,0,05078727
663,0,01184785
663,0,00869596
663,0,04734558
663,0,06476557
663,0,0636856
663,0
663,0
663,0,03588259
663,0,04477769
663,0,1141658
663,0,1041194
663,0,02760017
663,0,04808021
663,0,08467519
663,0,01220113
663,0,005903304
663,0,1436422
663,0,03452605
663,0,05295753
663,0,0848425
663,0,05682635
663,0,07221657
663,0,01731324
663,0,04708666
663,0
663,0,06928277
663,0,06048638
663,0,0200907
663,0,04165453
663,0,02347314
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
664,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
665,0
666,0,7773041
666,0,6901559
666,15,8196
666,15,8003
666,0,7368228
666,0,7768691
666,0,6867682
666,0,6167305
666,15,81296
666,15,8003
666,0,7015599
666,0,7294216
666,15,76584
666,15,81296
666,15,78846
666,15,72658
666,0,7551841
666,15,8003
666,0,667455
666,15,81296
666,0,7726022
666,15,80673
666,0,7316195
666,0,6792628
666,15,76584
666,15,8196
666,15,8196
666,15,79442
666,15,80673
666,0,7557206
666,0,7611876
666,0,6447882
666,15,82592
666,15,8003
666,15,81296
666,0,7355601
666,15,80673
666,15,81296
666,15,8196
666,0,7609245
666,15,8196
666,0,7451029
666,15,80673
666,15,81296
666,15,82592
666,15,8003
666,0,7360473
666,0,7266403
666,0,7713494
666,15,81296
666,0,7441304
666,15,8003
666,15,81296
666,15,74306
666,0,6932343
666,15,8196
666,15,8196
666,0,6751806
666,0,6450859
666,0,7846799
667,0,006937087
667,0,00795877
667,0,02188957
667,0
667,0,05525231
667,0,315057
667,0,2401351
667,0,3743621
667,0,07888502
667,0
667,0,06000274
667,0,3079786
667,-0,03
667,0,07789177
667,0,1169965
667,0
667,0,02944529
667,0,1128117
667,0
667,0
667,0
667,0
667,0,03178877
667,0,2256079
667,0
667,0,0309279
667,0,05161154
667,0,02021444
667,0,06591249
667,0,07326651
667,0,1818875
667,0,03667319
667,0
667,0,04507291
667,0,1540582
667,0,09558368
667,0,1018522
667,0,03680849
667,0
667,0
667,0,05091536
667,0
667,0
667,0,03295367
667,0,006369114
667,0,1407964
667,0,128302
667,0,4113685
667,0
667,0,04470587
667,0,003677011
667,0,02227777
667,0,1062841
667,0
667,0
667,0
667,0
667,0,2489363
667,0,3158926
667,0,0169307
668,0,6345938
668,0,6146131
668,0,5924878
668,0,5804149
668,0,6085045
668,0,5929583
668,0,6188385
668,0,5242814
668,0,5340498
668,0,5112826
668,0,562977
668,0,5586125
668,0,6399009
668,0,5410395
668,0,6043798
668,0,5204611
668,0,5294578
668,0,5483279
668,0,590281
668,0,6031716
668,0,518464
668,0,5399994
668,0,6234361
668,0,5757276
668,0,620842
668,0,6081784
668,0,6027614
668,0,586691
668,0,5954971
668,0,4647394
668,0,6294008
668,0,5726001
668,0,6512978
668,0,5332439
668,0,5999801
668,0,4972419
668,0,6083122
668,0,6395938
668,0,5170152
668,0,5899968
668,0,609328
668,0,5213248
668,0,5610455
668,0,5544473
668,0,5727977
668,0,5695744
668,0,6709076
668,0,5366184
668,-0,08338246
668,0,5751139
668,0,5713433
668,0,5714588
668,0,599833
668,0,5172337
668,0,6136078
668,0,5815448
668,0,5413597
668,0,5920377
668,0,626228
668,0,5490146
669,0,6330808
669,0,4826241
669,0,503023
669,0,4787616
669,0,4792831
669,0,4892342
669,0,4885299
669,0,5405329
669,0,5781444
669,0,5915589
669,0,5176867
669,0,5632977
669,0,5665997
669,0,4835674
669,0,5897896
669,0,4893495
669,0,5751881
669,0,5766416
669,0,508114
669,0,602698
669,0,5696832
669,0,5267062
669,0,5758622
669,0,4863501
669,0,509626
669,0,4908721
669,0,6033651
669,0,5393613
669,0,5850685
669,0,5918071
669,0,4971385
669,0,4912024
669,0,5762026
669,0,5775983
669,0,577647
669,0,5548745
669,0,5807949
669,0,5531715
669,0,5688499
669,0,5332779
669,0,5747823
669,0,5949715
669,0,4233446
669,0,488935
669,0,56627
669,0,5833517
669,0,5875832
669,0,4646217
669,0,5791759
669,0,4877971
669,0,5581198
669,0,4689858
669,0,4860547
669,0,5259807
669,0,4800593
669,0,4844826
669,0,4833928
669,0,5074915
669,0,583259
669,0,6344584
670,0,6372581
670,0,5857192
670,0,6324703
670,0,5850587
670,0,6024808
670,15,57938
670,0,6413325
670,0,6070853
670,0,5798516
670,0,5622219
670,0,6060546
670,0,615468
670,0,6422254
670,15,58537
670,0,5948444
670,0,5952947
670,0,6615525
670,0,6301601
670,0,6681982
670,0,6065133
670,0,6415088
670,0,6101909
670,0,6703945
670,0,6294047
670,0,645211
670,0,6884558
670,0,582924
670,0,6045283
670,0,6581577
670,0,6600189
670,0,6772805
670,15,60462
670,0,6477585
670,0,5909679
670,0,6051838
670,0,6198465
670,0,641309
670,0,6662498
670,0,595178
670,0,5658993
670,0,6173837
670,0,6415768
670,15,60462
670,0,5752611
670,0,6171502
670,0,6268525
670,15,68442
670,0,643555
670,15,60462
670,15,56722
670,0,7071458
670,0,5851962
670,0,614939
670,0,6439532
670,0,630803
670,15,59168
670,0,663118
670,0,5699124
670,0,6981323
670,0,5931248
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0,04978418
671,0
671,0
671,0
671,0
671,0
671,-0,6
671,0
671,0
671,0
671,0
671,0
671,0
671,0,003921738
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,-0,87
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
671,0
672,0,5753409
672,0,5661181
672,0,6774424
672,0,4123353
672,0,4970715
672,0,4225644
672,0,5914413
672,0,5983582
672,0,3626118
672,0,3075622
672,0,4422018
672,0,5685802
672,0,6554183
672,0,481757
672,0,5915264
672,0,3818433
672,0,5037403
672,0,5502028
672,0,4669181
672,0,4635522
672,0,701304
672,0,4481271
672,0,5474766
672,0,7506961
672,0,6781086
672,0,5067059
672,0,6178244
672,0,7356415
672,0,4728057
672,0,3683591
672,0,6675292
672,0,310372
672,0,5072048
672,0,5423386
672,0,4568869
672,0,4825864
672,0,5795746
672,0,5071607
672,0,5398666
672,0,5493443
672,0,5386791
672,0,488017
672,0,5180469
672,0,4374246
672,0,339907
672,0,5460882
672,0,4068964
672,0,482025
672,0,5170794
672,0,6181415
672,0,5835598
672,0,3266492
672,0,5123426
672,0,5236222
672,0,5180342
672,0,5555159
672,0,6027919
672,0,318857
672,0,4975812
672,0,378604
673,0,272823
673,0,2578402
673,0,3001769
673,0,2644902
673,0,2993544
673,0,3143365
673,0,2765815
673,0,2496963
673,0,3104947
673,0,2630221
673,0,3145615
673,0,30322
673,0,2674708
673,0,2707337
673,0,3111821
673,0,3189644
673,0,2718993
673,0,3290721
673,0,2862897
673,0,2721435
673,0,2775036
673,0,273514
673,0,2602454
673,0,250278
673,0,2680752
673,0,2725292
673,0,3022927
673,0,2934091
673,0,2976802
673,0,2730696
673,0,248605
673,0,2840595
673,0,2838451
673,0,2581661
673,0,2990148
673,0,2826314
673,0,3100564
673,0,3002035
673,0,298574
673,0,359158
673,0,254946
673,0,2892724
673,0,3307844
673,0,2700223
673,0,2921268
673,0,2327244
673,0,2862164
673,0,3097837
673,0,3038872
673,0,269365
673,0,3040833
673,0,2801026
673,0,3204749
673,0,3039104
673,0,2835863
673,0,2886333
673,0,3448675
673,0,28494
673,0,2900843
673,0,2434003
674,0,3126803
674,0,3126972
674,0,3227476
674,0,3491514
674,0,2668997
674,0,2742173
674,0,2953281
674,0,252113
674,0,3664045
674,0,280772
674,0,2808525
674,0,2980827
674,0,2960531
674,0,2935499
674,0,3054221
674,0,2961667
674,0,3727119
674,0,2777001
674,0,2277276
674,0,2645097
674,0,2172541
674,0,3028352
674,0,2485194
674,0,2398807
674,0,3181378
674,0,2611639
674,0,3772662
674,0,3366904
674,0,3041543
674,0,2394817
674,0,2378498
674,0,310446
674,0,2625163
674,0,2988066
674,0,2841963
674,0,2668463
674,0,2979355
674,0,2266186
674,0,2390041
674,0,3163956
674,0,3104705
674,0,2882067
674,0,2164718
674,0,2424973
674,0,2283023
674,0,294566
674,0,2715579
674,0,2816799
674,0,2252499
674,0,3809003
674,0,2426242
674,0,2739107
674,0,2592952
674,0,3459917
674,0,3180231
674,0,2986792
674,0,2531991
674,0,3401963
674,0,2548276
674,0,2343409
675,0,04287565
675,0,002409756
675,0,07487786
675,0,03240806
675,0,06788039
675,0,119913
675,0,04325575
675,0,06036329
675,0,03792131
675,0,1527702
675,0,09970701
675,0,05402559
675,0,02785569
675,0,06696719
675,0,06833005
675,0
675,0,02662957
675,0,07270694
675,0,1130374
675,0,1536561
675,0,1000445
675,0,1505181
675,0,007218421
675,0,1660129
675,0,07932341
675,0
675,0,09504926
675,0
675,0
675,0,05735338
675,0,06062627
675,0,1066306
675,0,02104819
675,0,01596701
675,0,04054123
675,0,0415976
675,0,10058
675,0
675,0,06506693
675,0,1087438
675,0,08538783
675,0,004642248
675,0,01813608
675,0,08312684
675,0,08251953
675,0,01511002
675,0,01213431
675,0,01132423
675,0,1519642
675,0,2104583
675,0
675,0,01976806
675,0,1868855
675,0,02766037
675,0,1275296
675,0,006605387
675,0,07449305
675,0,2224484
675,0,003674328
675,0,1700284
676,-0,03469481
676,0,0992506
676,0,05010267
676,0,1401785
676,-0,0886823
676,-0,01548806
676,0,07003718
676,-0,1946765
676,0,03121475
676,0,06718172
676,0,05884258
676,-0,01263743
676,0,09734619
676,0,007036287
676,0,1209735
676,-0,02437423
676,0,008685263
676,0,003901375
676,-0,04901128
676,-0,1651989
676,0,03424522
676,0,09974227
676,0,09837554
676,0,03864124
676,-0,0620981
676,0,1968827
676,0,02959641
676,0,0766085
676,0,03551829
676,0,01259962
676,-0,1674268
676,-0,01275987
676,-0,31
676,0,1603827
676,0,04103972
676,-0,05588752
676,0,01385718
676,0,1186562
676,0,08791948
676,0,01878916
676,0,04115202
676,-0,236406
676,0,1530266
676,0,02350433
676,-1,08
676,0,03621133
676,0,110691
676,-0,25
676,0,001437476
676,-0,01732804
676,0,0979948
676,-0,03371007
676,-0,38
676,-0,01042909
676,-0,01426873
676,0,07960597
676,-0,3
676,-0,04171125
676,-0,0351663
676,0,05372632
677,0,3611384
677,0,3331488
677,0,2880892
677,0,3327223
677,0,3136472
677,0,2873044
677,0,3418856
677,0,4593473
677,0,4195722
677,0,3724107
677,0,4276262
677,0,3822015
677,0,3176706
677,0,5132079
677,0,2910752
677,0,3166514
677,0,2910864
677,0,3641302
677,0,4085693
677,0,3154484
677,0,3215969
677,0,3359091
677,0,2945865
677,0,3600348
677,0,3159555
677,0,3497605
677,0,2767662
677,0,2773404
677,0,3008763
677,0,4359631
677,0,3578225
677,0,3260866
677,0,295746
677,0,293562
677,0,3475587
677,0,35694
677,0,3251608
677,0,328124
677,0,2730803
677,0,2897376
677,0,2911199
677,0,4453196
677,0,3411022
677,0,4754717
677,0,2791955
677,0,2874014
677,0,2816436
677,0,3857424
677,0,3079677
677,0,5126089
677,0,2985669
677,0,3210868
677,0,2981579
677,0,4354971
677,0,2966428
677,0,473342
677,0,3092817
677,0,4032026
677,0,2573645
677,0,4234325
678,0,6883602
678,0,7478516
678,0,6309511
678,0,7349984
678,0,6877069
678,0,7687868
678,0,6919088
678,0,7806553
678,0,7359673
678,0,770453
678,0,7490042
678,0,6544125
678,0,7702632
678,0,717656
678,0,7374787
678,0,6385106
678,0,7506283
678,0,76599
678,0,646215
678,0,7573231
678,0,7800696
678,0,795895
678,0,7145092
678,0,4698974
678,0,7763028
678,0,7159213
678,0,7212753
678,0,7289039
678,0,7820042
678,0,8141828
678,0,6877677
678,0,792125
678,0,7177881
678,0,7571429
678,0,7293012
678,0,6301228
678,0,6449424
678,0,7033871
678,0,6569154
678,0,7119868
678,0,7193129
678,0,832621
678,0,8200828
678,0,7783362
678,0,6987998
678,0,6679491
678,0,6769955
678,0,7166581
678,0,7031623
678,0,7167021
678,0,445774
678,0,6926867
678,0,6985381
678,0,3380338
678,0,6466466
678,0,7557521
678,0,7251275
678,0,8231146
678,0,5439423
678,0,8141965
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0,08626372
679,0
679,0
679,0
679,0
679,0,02782381
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0,009026349
679,0,02085119
679,0
679,0
679,0
679,0
679,0
679,0
679,0
679,0,04501861
679,0
679,0
679,0
679,0
679,0,08928949
679,0
680,0,3997221
680,0,07001325
680,0,3614313
680,0,2994621
680,0,1276936
680,0,1393524
680,0,4404725
680,0,03926939
680,0,2732815
680,0,2447347
680,0,4307577
680,0,3399592
680,0,3586536
680,0,1957751
680,0,4503302
680,0,4129491
680,0,08624609
680,0,304475
680,0,3846541
680,0,3471106
680,0,1032554
680,0,3973106
680,0,1025395
680,0,1522964
680,0,3921759
680,0,3589843
680,0,3825619
680,0,1972552
680,0,3044789
680,0,01880318
680,0,132584
680,0,3279966
680,0,2995985
680,0,4575466
680,0,0835724
680,0,4663888
680,0,3224902
680,0,4364088
680,0,1982535
680,0,4021443
680,0,1291217
680,0,4145871
680,0,379389
680,0,4466563
680,0,3194008
680,0,3924136
680,0,4291763
680,0,1410554
680,0,4519635
680,0,1793761
680,0,431663
680,0,4368373
680,0,2708114
680,0,3337048
680,0,4041978
680,0,3491445
680,0,3421346
680,0,2712855
680,0,2844533
680,0,3340504
681,0,5238258
681,0,4879431
681,0,5073549
681,0,4702288
681,0,4593108
681,0,484495
681,0,4730923
681,0,5100005
681,0,5064037
681,0,4615871
681,0,5271547
681,0,527781
681,0,4720007
681,0,4675573
681,0,4492087
681,0,4529499
681,0,4696316
681,0,4680183
681,0,4723446
681,0,4561536
681,0,5108846
681,0,4406288
681,0,4692217
681,0,506013
681,0,5061906
681,0,5013164
681,0,4825295
681,0,4802997
681,0,4458408
681,0,4784972
681,0,509814
681,0,4363344
681,0,5081443
681,0,46451
681,0,4663637
681,0,4410793
681,0,4931873
681,0,5060366
681,0,4571679
681,0,4809878
681,0,4752151
681,0,4453427
681,0,4482541
681,0,4533784
681,0,4738632
681,0,5139683
681,0,4484795
681,0,4504393
681,0,4669582
681,0,4525867
681,0,5058072
681,0,484875
681,0,4968411
681,0,4713785
681,0,5031109
681,0,4555865
681,0,5039968
681,0,5028614
681,0,4757066
681,0,4686857
682,0,846379
682,15,41466
682,0,8130723
682,15,17678
682,15,45984
682,15,45381
682,15,19316
682,15,47947
682,15,45984
682,15,46613
682,15,40823
682,15,34873
682,15,37793
682,0,8543795
682,15,35428
682,15,31974
682,15,40823
682,0,810383
682,0,8784894
682,15,48556
682,15,27476
682,15,40823
682,15,37793
682,15,11203
682,15,4476
682,15,49207
682,15,37167
682,15,33163
682,15,38369
682,15,25925
682,0,8601717
682,15,40823
682,15,11239
682,15,36567
682,15,36567
682,0,7391017
682,0,8396773
682,15,48556
682,15,46613
682,15,42141
682,15,23659
682,15,14168
682,0,8496877
682,15,49207
682,15,4476
682,0,8231112
682,15,51144
682,15,4727
682,0,8494823
682,15,34274
682,15,4476
682,15,33163
682,15,15
682,15,24203
682,15,30299
682,15,29719
682,15,4727
682,15,42141
682,0,9126869
682,15,23659
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
683,0
684,0,7653825
684,0,8770867
684,0,9417915
684,0,8667336
684,0,9237412
684,0,8589609
684,15,02475
684,15,0123
684,0,833782
684,0,6918742
684,0,9574164
684,0,9207923
684,15,13708
684,0,9272165
684,0,7890354
684,15,02475
684,0,921753
684,0,8630501
684,0,9128643
684,15,08679
684,0,8847885
684,0,7231804
684,0,8999866
684,0,8886839
684,15,02475
684,15,04916
684,0,6191566
684,0,9517789
684,0,8386029
684,15,06218
684,0,6910973
684,0,7162652
684,0,8795739
684,15,09328
684,0,801441
684,0,8496625
684,0,7434145
684,0,8252062
684,15,01873
684,15,02475
684,0,9300865
684,0,6494467
684,0,660251
684,0,8248768
684,15,15604
684,0,8289865
684,15,1941
684,0,7666997
684,15,01873
684,15,10559
684,15,10559
684,0,8352278
684,0,9213099
684,0,8453965
684,0,6366931
684,0,95116
684,15,0023
684,0,7730265
684,15,16927
684,0,6548682
685,0
685,0
685,-0,09
685,0
685,0
685,0
685,0
685,0,001210034
685,-0,08
685,0
685,0
685,0
685,0,1500554
685,0
685,0
685,0
685,0
685,0,04381812
685,0
685,0
685,0,0068416
685,0,01021963
685,0
685,0
685,0,1058316
685,0,01449782
685,0
685,0
685,0
685,0,09294492
685,0
685,0
685,0
685,0
685,0
685,0
685,0
685,0,128067
685,0
685,0
685,0
685,0
685,0
685,0,07027835
685,0
685,0
685,0,06413549
685,0
685,0
685,0
685,0,03812408
685,0,0469346
685,-0,06
685,0
685,0,02182502
685,0
685,0
685,0
685,0
685,0
686,0,3247188
686,-0,3618939
686,-0,4507509
686,-0,6011293
686,0,3235261
686,0,3213431
686,0,314561
686,0,2377651
686,-0,3352601
686,0,3217624
686,0,3248991
686,-0,6292433
686,0,3287988
686,0,3276711
686,0,3165834
686,-0,5377327
686,0,325267
686,0,3235005
686,-0,6162364
686,0,3146868
686,0,3124291
686,-0,4280548
686,0,3238409
686,0,1820292
686,0,1710922
686,-0,4506199
686,0,3212035
686,0,322893
686,0,3231779
686,0,3242694
686,-0,4595815
686,0,01166263
686,-0,1879466
686,-0,1689403
686,0,1562708
686,0,3131645
686,-0,3177171
686,0,3259466
686,0,3265653
686,0,3156011
686,0,323431
686,-0,3043961
686,-0,2433753
686,-0,3803335
686,0,3262241
686,0,2703336
686,0,3234963
686,-0,6458132
686,-0,1132092
686,-0,3315815
686,0,3182384
686,0,3253307
686,-0,4774553
686,0,3216536
686,0,02062731
686,-0,004311612
686,-0,5478628
686,0,3254182
686,0,2315119
686,0,3327188
687,-0,06085229
687,-0,1885236
687,-0,2007117
687,-0,18
687,-0,2
687,-0,13
687,-0,1063269
687,-0,24
687,-0,1814725
687,-0,2
687,-0,25
687,-0,1053544
687,-0,07279693
687,-0,24
687,-0,23
687,-0,18
687,-0,2
687,-0,19
687,-0,03174491
687,-0,23
687,-0,23
687,-0,08442479
687,-0,03896246
687,-0,160907
687,-0,19
687,-0,12
687,-0,23
687,-0,22
687,-0,18
687,-0,1528712
687,-0,06274579
687,-0,225163
687,-0,073636
687,-0,01532261
687,-0,24
687,-0,23
687,-0,1021966
687,-0,19
687,-0,08204986
687,-0,22
687,-0,1641043
687,-0,19
687,-0,21
687,-0,2196638
687,-0,1611944
687,-0,23
687,-0,02806137
687,-0,23
687,-0,1444867
687,-0,13
687,-0,1673925
687,-0,142505
687,-0,1610238
687,-0,1797
687,-0,21
687,-0,21
687,-0,08786226
687,-0,03426293
687,-0,1851329
687,-0,22
688,0,3038104
688,0,4926907
688,0,3393615
688,0,3949054
688,0,4114733
688,0,1548007
688,0,2458608
688,0,2124441
688,0,2635437
688,0,4031674
688,0,4315987
688,0,2076348
688,0,410967
688,0,3748912
688,0,446342
688,0,3234725
688,0,2600494
688,0,2543782
688,0,3880835
688,0,3278069
688,0,1853474
688,0,4095606
688,0,4188957
688,0,1875356
688,0,2962382
688,0,2253289
688,0,4013835
688,0,3975638
688,0,2852509
688,0,2376892
688,0,1904727
688,0,2533058
688,0,1534702
688,0,1517579
688,0,3278709
688,0,3378181
688,0,2151146
688,0,4878405
688,0,2464153
688,0,1603459
688,0,2767377
688,0,2864596
688,0,3828806
688,0,3317211
688,0,504609
688,0,2136826
688,0,327401
688,0,4107063
688,0,5972381
688,0,4243017
688,0,207703
688,0,2026481
688,0,1408042
688,0,2099517
688,0,2929721
688,0,2964157
688,0,3701704
688,0,533649
688,0,1524528
688,0,1031759
689,0,3706433
689,0,05173373
689,0,1723962
689,0,08066827
689,0,2884991
689,0,05598396
689,0,2230275
689,0,3390419
689,0,3441389
689,0,2291611
689,-0,01
689,0,1368627
689,-0,01150842
689,-0,02
689,0,2201266
689,0
689,0,3226422
689,0,2264227
689,0,2390831
689,0,07128
689,-0,02
689,0
689,0,1595612
689,0,2649689
689,0,1076674
689,0
689,0,115075
689,0,1756837
689,0,03153998
689,0,08233154
689,0,2314419
689,-0,02
689,0,1618558
689,0,3378255
689,0,1231024
689,0,2897334
689,0,07771736
689,0,1496997
689,0,08902109
689,0,02823901
689,0,06965391
689,0,06449503
689,0,1691058
689,0,06080556
689,0,0263626
689,-0,05
689,0,1515097
689,0,2805836
689,-0,02
689,-0,02
689,-0,005348105
689,-0,02
689,0,1909981
689,-0,02
689,0,03817092
689,-0,02
689,0,191845
689,0,3207586
689,0,1666048
689,0,1258056
690,0,6257573
690,0,5577078
690,0,6514451
690,0,5938665
690,0,6048913
690,0,6213924
690,0,5984799
690,0,6210059
690,0,6711973
690,0,5543768
690,0,5704358
690,0,6356009
690,0,6342936
690,0,6086398
690,0,6811974
690,0,607399
690,0,551097
690,0,5546122
690,0,6309721
690,0,6862236
690,0,642861
690,0,6062913
690,0,6019773
690,0,5870937
690,0,5872667
690,0,6257052
690,0,6672617
690,0,5738373
690,0,6247489
690,0,5941426
690,0,5516216
690,0,6630976
690,0,6879855
690,0,6214153
690,0,5824562
690,0,6120894
690,0,6674918
690,0,5957471
690,0,6453933
690,0,6411322
690,0,6620331
690,0,6286345
690,0,611724
690,0,6541778
690,0,6466801
690,0,5841571
690,0,5496131
690,0,6503602
690,0,598828
690,0,6014177
690,0,6471125
690,0,6478596
690,0,5889927
690,0,630585
690,0,6324437
690,0,6562243
690,0,6955279
690,0,5649437
690,0,61225
690,0,665398
691,-0,04
691,-0,02
691,-0,03
691,-0,02
691,-0,03
691,-0,03
691,-0,03
691,-0,04
691,-0,02
691,0,004354389
691,-0,07155815
691,-0,01
691,-0,02
691,-0,03
691,-0,02
691,-0,03
691,-0,03
691,-0,01
691,-0,02
691,-0,04
691,-0,02
691,-0,02
691,-0,04
691,-0,03
691,-0,03
691,-0,03
691,-0,02
691,-0,04
691,-0,04
691,-0,03
691,-0,03
691,-0,03
691,-0,03
691,-0,02
691,-0,04
691,-0,02
691,-0,02
691,-0,02
691,-0,03
691,-0,03
691,-0,01
691,-0,06
691,-0,03
691,-0,02
691,0
691,-0,01
691,-0,03
691,-0,02
691,-0,03
691,-0,02
691,-0,02
691,-0,03
691,-0,05
691,0
691,-0,03
691,-0,04
691,-0,03
691,-0,03
691,-0,03
691,-0,03
692,0,1640903
692,0,3459758
692,0,4194717
692,0,2948237
692,0,3133065
692,0,513042
692,0,1420548
692,0,3766717
692,0,4723988
692,0,5257733
692,0,4329808
692,0,3896731
692,0,3072947
692,0,4666909
692,0,4750908
692,0,2155221
692,0,3612587
692,0,6190552
692,0,463566
692,0,4381616
692,0,4545027
692,0,3292362
692,0,5722079
692,0,5891072
692,0,2974813
692,0,3912269
692,0,4207249
692,0,468034
692,0,488978
692,0,5088395
692,0,267234
692,0,5457933
692,0,5123249
692,0,3231828
692,0,2986831
692,0,3801554
692,0,5395208
692,0,5560368
692,0,3623918
692,0,2814659
692,0,5065323
692,0,5514843
692,0,2512503
692,0,5943609
692,0,3138747
692,0,2515509
692,0,3194406
692,0,5041935
692,0,2535998
692,0,5886858
692,0,3085178
692,0,1690755
692,0,3037187
692,0,3811131
692,0,2989766
692,0,3734674
692,0,2594662
692,0,4042904
692,0,3344193
692,0,4048476
693,0,09608811
693,0,04191732
693,0,03347611
693,0,09404993
693,0,0176062
693,0,1556086
693,0,08740979
693,0,3941377
693,0,2312723
693,0,05202287
693,0,0455662
693,0,1791082
693,0,08334559
693,0,4753187
693,0,0135901
693,0,4386582
693,0
693,0,4176226
693,0,01375085
693,0,007514358
693,0,04397166
693,0,1170708
693,0,03215104
693,0,3434291
693,0,0593099
693,0,01963717
693,0,03418887
693,0,1167281
693,0,02203596
693,0,4268034
693,0,08771181
693,0,02340335
693,0,04412627
693,0,07721251
693,0,1050266
693,0,3374504
693,0,05887824
693,0,01477373
693,0,005158901
693,0,2192868
693,0,02266634
693,0
693,0,03517401
693,0,06177706
693,0,04799116
693,0,07039571
693,0,01164705
693,0,124991
693,0,05497813
693,0
693,0,0462352
693,0,05793273
693,0,341737
693,0,08099383
693,0,386608
693,0,1059253
693,0,05261153
693,0,202243
693,0,02107483
693,0,3521584
694,0,1708128
694,0,3532009
694,0,1535194
694,0,1718703
694,0,305841
694,0,4741092
694,0,4977622
694,0,3144715
694,0,3768213
694,0,6716635
694,0,5575118
694,0,2544827
694,0,1636782
694,0,4418327
694,0,4460371
694,0,2315991
694,0,183326
694,0,05066221
694,0,239742
694,0,1106544
694,0,1931468
694,0,09566908
694,0,04390062
694,0,6686659
694,0,4782198
694,0,4890094
694,0,5303061
694,0,07398914
694,0,5693323
694,0,2494113
694,0,3885427
694,0,3736655
694,0,5048498
694,0,09911302
694,0,4839819
694,0,4904974
694,0,538793
694,0,4943915
694,0,4801676
694,0,07074617
694,0,1690235
694,0,1962285
694,0,08144011
694,0,5741884
694,0,4578491
694,0,2892568
694,0,5017098
694,0,1914113
694,0,4977019
694,-0,1121183
694,0,5492765
694,0,2159901
694,0,5079426
694,0,07225165
694,0,1934249
694,0,2120087
694,0,4871581
694,-0,002692489
694,0,5145814
694,0,1692537
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0,0341832
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
695,0
696,0,5961905
696,0,3560966
696,0,2671199
696,0,5399003
696,0,1702421
696,0,2571899
696,0,2899734
696,0,5220425
696,0,3463462
696,0,5434973
696,0,1936071
696,0,249058
696,0,4315493
696,0,2590198
696,0,3236601
696,0,3217537
696,0,2065523
696,0,253435
696,0,5974562
696,0,5941126
