Generation,Fitness
1227,0,1174062
1227,0,6753997
1227,0,6651189
1227,0,6844816
1227,0,1409286
1227,0,1168987
1227,0,1366759
1227,0,1407248
1227,0,143692
1227,0,1130075
1227,0,1133088
1227,0,682213
1227,0,3860584
1227,-0,8642103
1227,-0,9460767
1227,0,1184262
1227,0,3389399
1227,0,7403749
1227,0,1350608
1227,0,1179019
1227,0,1241403
1227,0,1226536
1227,-0,1548503
1227,-0,9349999
1227,-0,8446833
1227,0,6861998
1227,0,1481066
1227,-0,01272642
1227,0,3555785
1227,0,02398656
1227,0,3183594
1227,0,1092231
1227,0,1448705
1227,0,117466
1227,0,335646
1227,0,1164025
1227,-0,3629615
1227,0,1182027
1227,0,6146933
1227,-0,9225478
1227,0,662025
1227,0,1201296
1227,0,2921804
1227,0,1402901
1227,0,1093155
1227,0,1140511
1227,0,1258186
1227,-0,9141249
1227,0,04867441
1228,0,2040146
1228,0,3345988
1228,0,7444324
1228,0,2903143
1228,0,1992023
1228,0,3239822
1228,0,5249714
1228,0,2037004
1228,0,5066617
1228,0,360087
1228,0,2974704
1228,0,699299
1228,0,5115732
1228,0,5179095
1228,0,6801375
1228,0,4881375
1228,0,1418455
1228,0,4004413
1228,0,4697388
1228,0,2884483
1228,0,2938458
1228,0,2727245
1228,0,2491999
1228,0,3227322
1228,0,3367026
1228,0,6429768
1228,0,6686515
1228,0,4759563
1228,0,3265927
1228,0,5130349
1228,-0,08511663
1228,0,1526927
1228,0,3154359
1228,0,7286142
1228,0,321357
1228,0,4370733
1228,0,5869091
1228,0,3163404
1228,0,3755205
1228,0,6070235
1228,0,1816453
1228,0,3631275
1228,0,6054135
1228,0,3314179
1228,0,3530131
1228,0,706876
1228,0,1239757
1228,0,3321288
1228,0,367727
1228,0,3726888
1228,0,2622856
1228,0,3730833
1228,0,293567
1228,0,3190652
1228,0,7169549
1228,0,326961
1228,0,3624043
1228,0,4095644
1228,0,6861693
1228,0,6597898
1229,0,2345186
1229,0,2791637
1229,0,272692
1229,0,2199255
1229,0,3668024
1229,0,3498102
1229,0,2872806
1229,0,3221567
1229,0,2932662
1229,0,2665715
1229,0,3272417
1229,0,3455069
1229,0,221326
1229,0,384459
1229,0,2816032
1229,0,3002689
1229,0,2581908
1229,0,3217501
1229,0,2898386
1229,0,3141521
1229,0,284832
1229,0,2061529
1229,0,2342607
1229,0,258712
1229,0,2964518
1229,0,3226571
1229,0,2625439
1229,0,1282191
1229,0,2711322
1229,0,294285
1229,0,2192309
1229,0,188264
1229,0,2978036
1229,0,2460903
1229,0,2719531
1229,0,2456911
1229,0,3251746
1229,0,3610902
1229,0,2976953
1229,0,2837167
1229,0,2551746
1229,0,2719629
1229,0,2519092
1229,0,3681136
1229,0,3222221
1229,0,2678583
1229,0,3609353
1229,0,1940635
1229,0,3038472
1229,0,2202857
1229,0,3811193
1229,0,2620056
1229,0,2836448
1229,0,216029
1229,0,2969174
1229,0,3093063
1229,0,1687595
1229,0,2093098
1229,0,1970193
1229,0,3295652
1230,0,3643938
1230,0,3132527
1230,0,3031831
1230,0,1296259
1230,0,1781026
1230,0,1291724
1230,0,3588241
1230,0,3687344
1230,0,1834747
1230,0,1496199
1230,0,3495715
1230,0,1647819
1230,0,3536265
1230,0,2880581
1230,0,1566182
1230,0,1116259
1230,0,2892682
1230,0,1483775
1230,0,1741129
1230,0,36809
1230,0,1842589
1230,0,1958256
1230,0,1628139
1230,0,248588
1230,0,1241304
1230,-0,07908437
1230,-0,0595568
1230,0,1139738
1230,0,1919367
1230,0,1313431
1230,0,2897112
1230,0,3647134
1230,0,3001797
1230,0,09842443
1230,0,1020298
1230,0,2925082
1230,0,1247327
1230,0,03322348
1230,0,2486855
1230,0,1887283
1230,0,175226
1230,0,2689409
1230,0,343957
1230,0,2933496
1230,0,1734298
1230,0,1706551
1230,0
1230,0,04689246
1230,0,1643615
1230,0,3141637
1230,0,3403811
1230,0,2624114
1230,0,3534634
1230,0,1705505
1230,0,1836174
1230,0,3174022
1230,0,3062651
1230,0,1878276
1230,0,1679549
1230,0,2793067
1231,0,09064668
1231,0,07832181
1231,0
1231,0,07498652
1231,0,0226506
1231,0,1133412
1231,0
1231,0
1231,0
1231,0,1453534
1231,0,01521128
1231,0
1231,0,07961309
1231,0,1006154
1231,0
1231,0,01962227
1231,0,004768193
1231,0
1231,0,06719345
1231,0,1376067
1231,0,1238021
1231,0,1526276
1231,0,08779287
1231,-0,04
1231,0
1231,0
1231,0
1231,0,0750699
1231,0
1231,0
1231,0
1231,0,04547638
1231,0
1231,0,108228
1231,0,1694169
1231,0,009081721
1231,0
1231,0,07482958
1231,0
1231,0,1522847
1231,0,09955812
1231,0,04225838
1231,0
1231,0
1231,0,0835427
1231,0,12227
1231,0,08229864
1231,0,03825545
1231,0
1231,0,1353008
1231,0,07310885
1231,0,06982148
1231,0,08407712
1231,0,1000845
1231,0
1231,0
1231,0
1231,0,03983492
1231,0,0247553
1231,0,1277469
1232,-0,3543899
1232,0,1650905
1232,0,04114069
1232,-0,05401551
1232,-0,3636719
1232,-0,1017398
1232,-0,08047162
1232,0,1688609
1232,0,3375607
1232,0,1503891
1232,-0,3648145
1232,-0,09742543
1232,-0,05861008
1232,-0,2480281
1232,0,1066892
1232,0,1692382
1232,-0,1861211
1232,0,3088847
1232,-0,3423386
1232,-0,2899151
1232,0,02728022
1232,-0,04741737
1232,-0,3556931
1232,-0,03301255
1232,-0,125021
1232,-0,2521772
1232,-0,02122118
1232,-0,2026762
1232,-0,2670101
1232,0,01420533
1232,-0,1719791
1232,-0,1322411
1232,-0,355596
1232,-0,2065759
1232,-0,1190862
1232,0,02162139
1232,-0,2932141
1232,0,007305093
1232,-0,251071
1232,-0,2637528
1232,0,1245455
1232,-0,1354669
1232,-0,07628474
1232,-0,05437524
1232,-0,1352608
1232,-0,1039704
1232,-0,07694534
1232,-0,3027
1232,-0,2750324
1232,0,1570001
1232,-0,1043722
1232,-0,2616508
1232,0,1314467
1232,0,1128789
1232,-0,3247509
1232,0,1838993
1232,-0,05932678
1232,0,07035147
1232,-0,2492967
1232,-0,09243365
1233,0,4293453
1233,0,424703
1233,0,3425177
1233,0,364526
1233,0,3744593
1233,0,4170286
1233,0,3610927
1233,0,4636893
1233,0,4050831
1233,0,4368988
1233,0,3163397
1233,0,4204111
1233,0,4494384
1233,0,3917775
1233,0,4339532
1233,0,4397905
1233,0,3929437
1233,0,3272033
1233,0,3835402
1233,0,409971
1233,0,4136311
1233,0,4213082
1233,0,39671
1233,0,4223068
1233,0,38388
1233,0,4348832
1233,0,3980086
1233,0,3541827
1233,0,3594218
1233,0,4184353
1233,0,3786753
1233,0,4993269
1233,0,3971263
1233,0,3577153
1233,0,4006836
1233,0,4086666
1233,0,3467832
1233,0,413031
1233,0,4167051
1233,0,411048
1233,0,3602364
1233,0,3602769
1233,0,4319586
1233,0,4377217
1233,0,3286087
1233,0,3751013
1233,0,3893452
1233,0,4001701
1233,0,3472528
1233,0,4228721
1233,0,3328587
1233,0,3536323
1233,0,3714632
1233,0,4794894
1233,0,3399162
1233,0,3784423
1233,0,4531043
1233,0,4181148
1233,0,3854679
1233,0,4474188
1234,-0,1883256
1234,-0,29
1234,0,2974151
1234,0,3312847
1234,0
1234,-0,1580787
1234,0,3043227
1234,-0,4130812
1234,0,3842744
1234,0
1234,-0,11
1234,0
1234,0
1234,-0,1563655
1234,0
1234,0
1234,-0,27
1234,0
1234,-0,4298329
1234,-0,3807275
1234,0
1234,0
1234,-0,3741022
1234,0,3702118
1234,0,2981809
1234,-0,01405951
1234,-0,22
1234,-0,4413774
1234,0,2034148
1234,-0,25
1234,-0,3870328
1234,-0,4588374
1234,0
1234,0
1234,-0,3
1234,0
1234,0,4601358
1234,-0,4381257
1234,0
1234,0
1234,0,4558986
1234,0,3274854
1234,-0,1779827
1234,-0,4063058
1234,0
1234,0
1234,0,005765676
1234,-0,3207815
1234,-0,2806177
1234,-0,3907796
1234,0
1234,0
1234,0
1234,-0,04242344
1234,0,1655572
1234,-0,403866
1234,0
1234,0
1234,0
1234,-0,4227507
1235,0,5995831
1235,0,713356
1235,0,6259331
1235,0,7569078
1235,0,6420375
1235,0,5995138
1235,0,6040314
1235,0,6247476
1235,0,64167
1235,0,6328512
1235,0,6261891
1235,0,655427
1235,0,6304893
1235,0,6036959
1235,0,6158051
1235,0,6237357
1235,0,6350313
1235,0,6115939
1235,0,6291627
1235,0,6093738
1235,0,6686771
1235,0,6243085
1235,0,5763627
1235,0,6667989
1235,0,5457108
1235,0,5608791
1235,0,6014381
1235,0,595721
1235,0,7324808
1235,0,6019095
1235,0,6385384
1235,0,5579549
1235,0,5904398
1235,0,5814624
1235,0,6184705
1235,0,6194483
1235,0,5835624
1235,0,6296199
1235,0,6808307
1235,0,6169028
1235,0,5761027
1235,0,5976309
1235,0,6063781
1235,0,5955297
1235,0,554781
1235,0,7155951
1235,0,6127602
1235,0,7021683
1235,0,5815488
1235,0,6375358
1235,0,6242286
1235,0,657505
1235,0,6324328
1235,0,583867
1235,0,5238173
1235,0,5983997
1235,0,7104161
1235,0,5759195
1235,0,5388074
1235,0,6407888
1236,-0,1846148
1236,-0,11
1236,-0,13
1236,0,134678
1236,0,3824191
1236,0,05407412
1236,-0,1083784
1236,-0,09312712
1236,0,08632337
1236,-1,212246
1236,-0,04644376
1236,-0,09
1236,-0,15
1236,-0,004838848
1236,-0,04772069
1236,0,1078092
1236,0,07772101
1236,0,06175263
1236,-0,09284966
1236,-0,09
1236,-1,14
1236,0,02597682
1236,0,3836725
1236,0,600055
1236,-0,0556795
1236,0,06187364
1236,-0,0927017
1236,0,1230612
1236,-0,09999999
1236,-0,09
1236,-0,05007873
1236,-0,16473
1236,-0,1146738
1236,0,4679535
1236,-0,1036737
1236,0,5811282
1236,-0,15
1236,-0,11
1236,-0,11
1236,-0,001579795
1236,-0,14
1236,-0,09999999
1236,0,4114963
1236,-0,1818019
1236,-1,217485
1236,0,07154284
1236,0,2101079
1236,-0,02675237
1236,-0,37
1236,-0,08
1236,-0,295202
1236,0,47791
1236,-0,09999999
1236,0,3413392
1236,-1,211324
1236,-0,1044653
1236,0,07518882
1236,-0,09
1236,-0,09999999
1236,-0,03429161
1237,-0,2065351
1237,-0,3979309
1237,0
1237,0
1237,0
1237,0
1237,-0,3962925
1237,0
1237,0
1237,0
1237,-0,5
1237,-0,1525625
1237,0,1848829
1237,0
1237,0
1237,0
1237,0
1237,0
1237,0
1237,0
1237,0
1237,0
1237,0
1237,0,03236023
1237,-0,3150353
1237,0
1237,0
1237,0
1237,0
1237,0
1237,0
1237,-0,2738316
1237,0
1237,0
1237,0
1237,-0,252656
1237,-0,3434658
1237,-0,6510873
1237,0
1237,0
1237,0
1237,0
1237,-0,295561
1237,0
1237,0
1237,0
1237,0
1237,0
1237,0
1237,-0,2719285
1237,0
1237,0
1237,0
1237,-0,1591577
1237,0,06313755
1237,0
1237,0
1237,0
1237,0
1237,-0,3971237
1238,0,04124862
1238,0,01560545
1238,0,04592866
1238,-0,5826911
1238,0,0230546
1238,0,5629408
1238,0,08678555
1238,0,01975423
1238,0,07458307
1238,0,02245981
1238,0,005796731
1238,0
1238,0,0722447
1238,0,04975039
1238,0,09619325
1238,0,02021402
1238,0
1238,0,5210722
1238,0,04366547
1238,0,1156008
1238,0,03614253
1238,0,06479543
1238,-0,4315563
1238,0,2125514
1238,0,1192077
1238,0,01150793
1238,0,4776208
1238,0,06380391
1238,0,5019962
1238,0,4448882
1238,0,03678507
1238,0,1145872
1238,0,05651826
1238,0,01674002
1238,0,005855262
1238,0,3477139
1238,0,09612077
1238,0,02279973
1238,0,05665541
1238,0
1238,0,2560063
1238,0
1238,0,08944994
1238,0,1204425
1238,-0,02
1238,-0,4318406
1238,-0,3732859
1238,15,12654
1238,0,08404541
1238,0,0218547
1238,0,02685475
1238,0,5055091
1238,-0,3427997
1238,0,06025734
1238,0,1051429
1238,0,01516223
1238,0,5851398
1238,0
1238,0,07836615
1238,-0,4054993
1239,0,00879181
1239,0,01877572
1239,0,4606011
1239,0,3678814
1239,0,3552102
1239,0,369592
1239,0,3654593
1239,-0,01120056
1239,0,3672571
1239,0,4597777
1239,0,3542124
1239,0,3576025
1239,0,3688574
1239,0,2197017
1239,0,5748736
1239,0,3733056
1239,0,366796
1239,0,3357397
1239,0,3467893
1239,0,2241367
1239,0,4290001
1239,0,4737158
1239,0,3845783
1239,0,3142725
1239,0,4320183
1239,0,2137701
1239,0,4118412
1239,0,3892624
1239,0,4344546
1239,0,4169456
1239,0,4528329
1239,0,3412043
1239,0,3978225
1239,-0,1010943
1239,0,4112228
1239,0,09011271
1239,0,4473724
1239,0,2589422
1239,0,385819
1239,0,3919175
1239,0,4628329
1239,0,2852255
1239,0,3705547
1239,0,341925
1239,0,4854999
1239,0,4623748
1239,0,2815533
1239,0,4184424
1239,0,3455162
1239,0,4822057
1239,0,4386671
1239,0,380143
1239,0,4371112
1239,0,3917787
1239,0,3870247
1239,0,1877979
1239,0,4607382
1239,0,4028591
1239,0,3813977
1239,0,408878
1240,0
1240,0
1240,0
1240,-0,05
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,-0,03
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,-0,02
1240,0
1240,0
1240,0
1240,0
1240,0
1240,-0,26
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1240,0
1241,-0,02
1241,-0,06
1241,-0,18
1241,-0,06
1241,0
1241,-0,08
1241,-0,07
1241,-0,08
1241,-0,15
1241,-0,09
1241,-0,05
1241,0
1241,-0,76
1241,-0,07
1241,-0,07
1241,-0,11
1241,0
1241,-0,06
1241,-0,03
1241,-0,07
1241,-0,01
1241,-0,09
1241,0,002464592
1241,0
1241,-0,8
1241,-0,08
1241,-0,35
1241,0
1241,0
1241,0
1241,0
1241,-0,06
1241,-0,85
1241,-0,09
1241,0
1241,-0,01
1241,-0,93
1241,-0,27
1241,-0,09
1241,-0,04
1241,-0,06
1241,-0,02
1241,-0,78
1241,0
1241,-0,09
1241,-0,15
1241,-0,07
1241,-0,02
1241,-0,73
1241,-0,13
1241,-0,02
1241,-0,11
1241,-0,11
1241,0
1241,0
1241,-0,05
1241,-0,03
1241,-0,12
1241,0
1241,-0,08
1242,0,4110748
1242,0,4267968
1242,0,4313703
1242,0,4042886
1242,0,3802702
1242,0,4320261
1242,0,3565951
1242,0,4556026
1242,0,4478245
1242,0,3515379
1242,0,3472661
1242,0,4101371
1242,0,4259413
1242,0,4112126
1242,0,4011296
1242,0,3994443
1242,0,4296038
1242,0,4092835
1242,0,4202413
1242,0,4303676
1242,0,4067562
1242,0,4819067
1242,0,41348
1242,0,4188707
1242,0,3799144
1242,0,4170297
1242,0,3900186
1242,0,3883154
1242,0,3726002
1242,0,4182203
1242,0,4104786
1242,0,3854447
1242,0,4200323
1242,0,4137596
1242,0,4153165
1242,0,4265864
1242,0,4140497
1242,0,4128144
1242,0,3978975
1242,0,3879673
1242,0,4290172
1242,0,4016633
1242,0,4243881
1242,0,4197192
1242,0,3683115
1242,0,4275466
1242,0,4145516
1242,0,4078735
1242,0,4482733
1242,0,4353115
1242,0,4724411
1242,0,4246992
1242,0,4354028
1242,0,4225171
1242,0,4250524
1242,0,4197987
1242,0,4250632
1242,0,369333
1242,0,4339209
1242,0,3846422
1243,0,09185958
1243,0,05626518
1243,0,1184211
1243,0,05705565
1243,0,08574235
1243,0,1042705
1243,0,1237087
1243,0,07578415
1243,0,08901834
1243,0,1212519
1243,0,07407022
1243,0,08141494
1243,0,08848071
1243,0,0820446
1243,0,05794448
1243,0,1087871
1243,0,07304406
1243,0,1129839
1243,0,07658285
1243,0,08909208
1243,0,07373518
1243,0,04885763
1243,0,09927559
1243,0,1252117
1243,0,07745409
1243,0,01650393
1243,0,08503509
1243,0,08397371
1243,0,07520413
1243,0,08187461
1243,0,07363749
1243,0,08203912
1243,0,09529847
1243,0,1062943
1243,0,08128852
1243,0,1111199
1243,0,1265979
1243,0,04542345
1243,0,06246495
1243,0,09284329
1243,0,02114409
1243,0,05046022
1243,0,100769
1243,0,10408
1243,0,0808937
1243,0,1164373
1243,0,07767248
1243,0,1125804
1243,0,09594697
1243,0,0543406
1243,0,1015643
1243,0,1235837
1243,0,0590905
1243,0,09690881
1243,0,09591967
1243,0,07275397
1243,0,08099473
1243,0,1168554
1243,0,08124548
1243,0,08433795
1244,0,3383528
1244,-0,986572
1244,-0,9873906
1244,-0,2774233
1244,-0,9971399
1244,0,2843183
1244,-0,9854993
1244,-0,9872626
1244,-0,9863785
1244,-0,9877905
1244,-0,9862992
1244,-0,9870281
1244,-0,987659
1244,-0,998553
1244,-0,9860276
1244,0,2721345
1244,0,2450372
1244,-0,9866192
1244,0,3480389
1244,-0,985665
1244,-0,9868182
1244,-0,3809243
1244,0,5174871
1244,0,4222199
1244,-0,9856151
1244,-0,9855581
1244,0,3738589
1244,0,2262988
1244,-0,986644
1244,-0,9855301
1244,-0,9864739
1244,-0,985526
1244,-0,9855511
1244,-0,2539456
1244,-0,9858117
1244,-0,9871031
1244,-0,009173833
1244,-0,9855925
1244,-0,9857693
1244,-0,9857336
1244,-0,9855034
1244,-0,9860288
1244,-0,9866478
1244,-0,9857911
1244,-0,988918
1244,0,0401346
1244,-0,9860577
1244,-0,985554
1244,-0,9855102
1244,-0,9864169
1244,-0,9856806
1244,0,2832815
1244,-0,9860225
1244,-0,9856506
1244,-0,9855188
1244,-0,985795
1244,-0,9863807
1244,-0,2745292
1244,-0,985868
1244,-0,9858296
1245,0,2660113
1245,0,3614155
1245,0,27284
1245,0,2600867
1245,0,3847096
1245,0,3025648
1245,0,3733903
1245,0,3912848
1245,0,3116062
1245,0,2750669
1245,0,3483564
1245,0,3514252
1245,0,3829201
1245,0,3416732
1245,0,3370835
1245,0,3817953
1245,0,4173511
1245,0,3527099
1245,0,4195719
1245,0,3632038
1245,0,3827947
1245,0,2974427
1245,0,3002684
1245,0,3561794
1245,0,2836919
1245,0,2532642
1245,0,3291297
1245,0,3552582
1245,0,3174454
1245,0,3215151
1245,0,2894439
1245,0,3585709
1245,0,345704
1245,0,2867349
1245,0,3365009
1245,0,3311847
1245,0,2515401
1245,0,3358809
1245,0,3015776
1245,0,3877778
1245,0,3436709
1245,0,2990549
1245,0,3125366
1245,0,3688689
1245,0,3822892
1245,0,3687295
1245,0,3626363
1245,0,3223173
1245,0,3205214
1245,0,3934308
1245,0,3758138
1245,0,3079867
1245,0,3981666
1245,0,3266109
1245,0,2591408
1245,0,3339122
1245,0,2405293
1245,0,4001087
1245,0,2357662
1245,0,3591914
1246,0,7351059
1246,0,7237378
1246,0,703545
1246,0,7182228
1246,0,7327757
1246,0,756802
1246,0,7517886
1246,0,7233819
1246,0,7423558
1246,0,6554222
1246,0,7416257
1246,0,7276982
1246,0,7431318
1246,0,6997288
1246,0,7496688
1246,0,7314972
1246,0,6098304
1246,0,7444004
1246,0,7673447
1246,0,7121896
1246,0,7088541
1246,0,6903186
1246,0,7308396
1246,0,7385191
1246,0,7256808
1246,0,7448728
1246,0,4636074
1246,0,6882045
1246,0,7329389
1246,0,7298985
1246,0,7469657
1246,0,7410821
1246,0,7243536
1246,0,7578534
1246,0,7537898
1246,0,7485131
1246,0,7583546
1246,0,7156112
1246,0,7535154
1246,0,7456848
1246,0,7418199
1246,0,7505584
1246,0,7582112
1246,0,7418278
1246,0,7330176
1246,0,7071968
1246,0,745361
1246,0,7522103
1246,0,7525423
1246,0,7040241
1246,0,752524
1246,0,641019
1246,0,7309876
1246,0,7238827
1246,0,7249569
1246,0,7460303
1246,0,7758672
1246,0,7957129
1246,0,7542195
1246,0,7262642
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1247,0
1248,0,378813
1248,0,3253463
1248,0,3480198
1248,0,3389364
1248,0,4405881
1248,0,2630423
1248,0,3515871
1248,0,3612481
1248,0,3441103
1248,0,3034128
1248,0,3183903
1248,0,3105829
1248,0,2918612
1248,0,2441567
1248,0,3642352
1248,0,3384901
1248,0,2705517
1248,0,2965853
1248,0,3471683
1248,0,2475874
1248,0,3300745
1248,0,4195523
1248,0,373971
1248,0,3567568
1248,0,3691854
1248,0,2729551
1248,0,2602205
1248,0,4826729
1248,0,2407368
1248,0,3055729
1248,0,4445137
1248,0,2943761
1248,0,3167641
1248,0,386312
1248,0,3024139
1248,0,351014
1248,0,3176883
1248,0,2860255
1248,0,3613729
1248,0,3653771
1248,0,4444597
1248,0,2818179
1248,0,3279436
1248,0,3220454
1248,0,2539316
1248,0,3054499
1248,0,2868775
1248,0,2652092
1248,0,3338362
1248,0,4394209
1248,0,3233183
1248,0,3117331
1248,0,3009046
1248,0,3073892
1248,0,4538026
1248,0,5074877
1248,0,2828614
1248,0,3343808
1248,0,3241716
1248,0,3003725
1249,0,4563537
1249,0,5431017
1249,0,6975214
1249,0,5353878
1249,0,5480005
1249,0,754779
1249,0,7148213
1249,0,5610865
1249,0,8177307
1249,0,3437409
1249,0,5603801
1249,0,8752006
1249,0,6240911
1249,0,6936456
1249,0,5926186
1249,0,5381457
1249,-0,03569619
1249,0,5995783
1249,0,5282434
1249,0,5500542
1249,0,6025664
1249,0,6084377
1249,0,6512105
1249,0,508423
1249,0,6850119
1249,0,3796228
1249,0,5894127
1249,0,6835142
1249,0,6019061
1249,0,8584251
1249,0,5440346
1249,0,3903943
1249,0,407759
1249,0,5798291
1249,0,5892437
1249,0,855029
1249,0,5952026
1249,0,577019
1249,0,60105
1249,0,6259906
1249,0,6408705
1249,0,1134886
1249,0,6272664
1249,0,7546288
1249,0,7308799
1249,0,6821342
1249,0,644592
1249,0,6369455
1249,0,7879131
1249,0,5981409
1249,0,6473724
1249,0,6297054
1249,0,02690314
1249,0,6319273
1249,0,5176489
1249,0,3595671
1249,0,661903
1249,0,8208503
1249,0,6575888
1249,0,7047397
1250,0,6519048
1250,0,612246
1250,0,6540945
1250,0,669021
1250,0,7676781
1250,0,6920569
1250,0,8024176
1250,0,6064201
1250,0,8480036
1250,0,7193305
1250,0,7765359
1250,0,8078191
1250,0,6908478
1250,0,7998375
1250,0,6829098
1250,0,6634928
1250,0,7357256
1250,0,4606374
1250,0,7255889
1250,0,4205984
1250,0,6845654
1250,0,7846322
1250,0,7211535
1250,0,6711224
1250,0,7648339
1250,0,4341916
1250,0,7467594
1250,0,3891658
1250,0,6751723
1250,0,8500003
1250,0,5962826
1250,0,8292514
1250,0,7864444
1250,0,7653186
1250,0,7305357
1250,0,8537982
1250,0,8173152
1250,0,5292771
1250,0,7041948
1250,0,7617258
1250,0,8331138
1250,0,565194
1250,15,12127
1250,0,6377873
1250,0,7794389
1250,0,6327401
1250,0,7825413
1250,0,6539743
1250,0,6557976
1250,0,7036288
1250,0,6321563
1250,0,7865176
1250,0,7141275
1250,0,5934123
1250,0,800618
1250,0,5883824
1250,0,7637932
1250,0,6075655
1250,0,522034
1250,0,8035594
1251,0,7274328
1251,0,8144776
1251,0,8697274
1251,0,7393745
1251,0,6897506
1251,0,7346846
1251,0,8570849
1251,0,712153
1251,0,7993686
1251,0,7146223
1251,0,6687851
1251,0,9143876
1251,0,7115095
1251,0,8107882
1251,0,7157756
1251,0,676502
1251,0,6615343
1251,0,6134006
1251,0,7239684
1251,0,7095103
1251,0,7072573
1251,0,6528243
1251,0,7209042
1251,0,7227783
1251,0,6690733
1251,0,8224071
1251,0,7468927
1251,0,6742849
1251,0,6958158
1251,0,6831052
1251,0,6846733
1251,0,6681291
1251,0,6793263
1251,0,92024
1251,0,6750804
1251,0,7173709
1251,0,7775916
1251,0,8253832
1251,0,8164359
1251,0,8119656
1251,0,6637584
1251,0,8575103
1251,0,7147529
1251,0,6896899
1251,0,8271772
1251,0,8430617
1251,0,6815881
1251,0,9287454
1251,0,7674769
1251,0,815706
1251,0,8224344
1251,0,6284328
1251,0,6848329
1251,0,9175969
1251,0,8055148
1251,0,7405849
1251,0,7547292
1251,0,6608945
1251,0,7553672
1251,0,7928441
1252,0,5588072
1252,0,4235117
1252,0,540568
1252,0,5772535
1252,0,5476884
1252,0,4214914
1252,0,5821995
1252,0,5115305
1252,0,4432985
1252,0,510588
1252,0,5202565
1252,0,4295727
1252,0,2726271
1252,0,4982198
1252,0,4751082
1252,0,5990332
1252,0,5058658
1252,0,3536108
1252,0,4019032
1252,0,4825159
1252,0,5253563
1252,0,4640223
1252,0,521974
1252,0,5659686
1252,0,333431
1252,0,5118229
1252,0,5475198
1252,0,4637411
1252,0,3461021
1252,0,5129556
1252,0,3400321
1252,0,5331045
1252,0,5217987
1252,0,3434045
1252,0,5483894
1252,0,5201977
1252,0,5263847
1252,0,4113642
1252,0,5714552
1252,0,4908376
1252,0,5444043
1252,0,3451438
1252,0,5196828
1252,0,3379829
1252,0,3588314
1252,0,3668217
1252,0,5383369
1252,0,3804335
1252,0,5438806
1252,0,577051
1252,0,4736305
1252,0,5548235
1252,0,6002864
1252,0,3054308
1252,0,4844594
1252,0,5859053
1252,0,5580565
1252,0,5609499
1252,0,5658382
1252,0,5326197
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,-0,26
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,-0,09999999
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,-0,05
1253,0
1253,0
1253,0
1253,0
1253,-0,29
1253,0
1253,0
1253,0
1253,0
1253,-0,07
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,-0,07
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1253,0
1254,-1,04
1254,-0,43
1254,-0,12
1254,-0,41
1254,-0,53
1254,-0,34
1254,-0,44
1254,-0,95
1254,-0,47
1254,-0,4
1254,-0,32
1254,-0,53
1254,-0,47
1254,-0,62
1254,-0,32
1254,-0,45
1254,-0,53
1254,-0,09
1254,-0,35
1254,-0,07
1254,-0,05
1254,-0,07
1254,-0,11
1254,-0,31
1254,-0,09999999
1254,-0,46
1254,-0,34
1254,-0,29
1254,-0,11
1254,-0,53
1254,-0,64
1254,-0,13
1254,-0,07
1254,-0,69
1254,-0,73
1254,-0,5
1254,-0,83
1254,-0,16
1254,-0,11
1254,-0,19
1254,-0,2
1254,-0,11
1254,-0,26
1254,-0,2
1254,-0,38
1254,-0,11
1254,-0,72
1254,-0,41
1254,-0,08
1254,-0,09999999
1254,-0,4
1254,-0,56
1254,-0,32
1254,-0,74
1254,-0,54
1254,-0,45
1254,-0,2
1254,-0,47
1254,-0,4
1254,-0,29
1255,0,7120968
1255,0,7185943
1255,0,626115
1255,0,7138474
1255,0,6493062
1255,0,7187077
1255,0,6999091
1255,0,6987927
1255,0,6215334
1255,0,6838425
1255,0,7691482
1255,0,7240998
1255,0,7776036
1255,0,6644093
1255,0,7506303
1255,0,6159246
