GeneIndex;Weight
0; 0,7638354
1; 0,3088354
2; -0,3619664
3; -0,845669
4; 0,7642722
5; -0,9271845
6; -0,3375863
7; -0,333328
8; -0,874797
9; -0,09025215
10; -0,968847
11; -0,6465736
12; -0,4764282
13; 0,296278
14; 1
15; 0,1916035
16; -1
17; 0,609058
18; -0,8341047
19; 0,2862781
20; -0,7824247
21; -0,3660281
22; 0,5283114
23; -0,3274818
24; 0,9981286
25; -0,4610585
26; 0,9378567
27; -0,6964065
28; -0,403891
29; -0,9054158
30; -0,1159801
31; -0,6714188
32; 0,8516223
33; 0,666724
34; 0,6492137
35; -0,8686199
36; -0,4240851
37; 0,8857657
38; -0,4851495
39; -0,1127971
40; -0,1056307
41; -0,4305463
42; 0,6524642
43; -0,120848
44; -0,1376511
45; 0,8222611
46; -0,5685294
47; 0,6914833
48; -0,4277593
49; 0,8255256
50; 0,1386448
51; 0,07952717
52; -0,4220601
53; 0,00366151
54; -0,7281948
55; 0,9436293
56; 0,8082814
57; -0,7394434
58; -0,01858187
59; 0,8174359
60; -0,2411717
61; -0,4965732
62; 0,5908557
63; -0,5859842
64; 0,9331015
65; -0,8104255
66; -0,7042632
67; -0,05367396
68; 0,5300632
69; -0,0366812
70; 0,7767178
71; 0,4610022
72; 0,268236
73; -0,9240809
74; -0,9866098
75; -0,7074119
76; -0,9249351
77; 0,9684294
78; 0,6663296
79; 0,5336382
80; -0,2732558
81; -0,1611544
82; 0,04120392
83; -0,3793125
84; 0,1200392
85; 0,6633032
86; 0,4742243
87; 0,2490993
88; -0,2683714
89; -0,3885013
90; 0,6342875
91; 0,9059317
92; -0,1864469
93; -0,2866687
94; 0,1027596
95; 0,3358631
96; 0,1157129
97; 0,2811459
98; 0,9044978
99; -0,04261778
100; -0,3734435
101; 0,6785567
102; -0,1879784
103; -0,5592027
104; -0,5704709
105; 0,2567323
106; -0,5575692
107; 0,01525469
108; -0,5680279
109; 0,9181768
110; -0,1250826
111; -0,7216085
112; -1
113; -0,7906057
114; -0,479583
115; -0,03160516
116; 0,49732
117; -0,6057608
118; -0,2202391
119; 0,9207572
120; 1
121; -0,3300029
122; 0,8537742
123; -0,2197401
124; -0,9310366
