GeneIndex;Weight
0; 0,7785746
1; 0,3585113
2; -0,3988802
3; -0,8220991
4; 0,955998
5; -0,9796291
6; -0,5741907
7; -0,3292608
8; -0,6836453
9; 0,06837718
10; -0,94437
11; -0,6607593
12; -0,7573923
13; 0,159273
14; 1
15; -0,07043738
16; -0,9413773
17; 0,2908801
18; -0,8450058
19; 0,3073442
20; -0,7360388
21; -0,5327017
22; 0,06766093
23; -0,1909757
24; 0,7895561
25; -0,1495955
26; 0,6578315
27; -0,6432371
28; -0,06749491
29; -0,9624391
30; -0,1294615
31; -0,4901489
32; 0,8884071
33; 0,4455604
34; 0,4697208
35; -0,7098022
36; -0,5845072
37; 0,7715688
38; -0,572615
39; -0,368064
40; -0,1628817
41; -0,4383801
42; 0,6136596
43; 0,1785064
44; -0,07342947
45; 0,6206064
46; -0,4119636
47; 0,7399853
48; -0,4684106
49; 0,9376197
50; 0,2077817
51; 0,09608271
52; -0,4626506
53; -0,2459958
54; -0,7233877
55; 0,9701314
56; 0,8116329
57; -0,4790707
58; -0,1599407
59; 0,5405776
60; -0,1716335
61; -0,7064033
62; 0,651565
63; -0,7538206
64; 0,895771
65; -0,6254066
66; -0,8026398
67; -0,007769316
68; 0,6922336
69; -0,1024763
70; 0,6525354
71; 0,5563969
72; 0,2153145
73; -0,9357289
74; -0,937943
75; -0,6547586
76; -0,9527983
77; 0,8215644
78; 0,5045341
79; 0,3026212
80; -0,2680799
81; -0,3716666
82; 0,1455743
83; -0,5302536
84; 0,1649206
85; 0,6065025
86; 0,6589884
87; 0,4370324
88; -0,1582022
89; -0,468305
90; 0,5289568
91; 0,9409557
92; -0,04597591
93; -0,2227116
94; 0,1159454
95; 0,2283624
96; 0,184247
97; 0,05546756
98; 0,8135842
99; -0,3610377
100; -0,4614468
101; 0,7378481
102; 0,07794943
103; -0,4815381
104; -0,522476
105; 0,4640585
106; -0,897746
107; 0,1613415
108; -0,7004576
109; 0,890699
110; -0,03132537
111; -0,8233284
112; -0,8895805
113; -0,7195469
114; -0,6534253
115; 0,1856338
116; 0,6353619
117; -0,4441015
118; -0,3226797
119; 0,6986092
120; 0,9072775
121; -0,3264558
122; 0,8479419
123; -0,1082866
124; -0,8425783
125; 0,06792406
126; -0,776596
127; 0,6072675
128; 0,4214495
129; -0,8272508
130; -0,1884896
131; -0,6585238
132; -0,8097215
133; 0,4715924
134; -0,077848
135; -0,8503949
136; -0,104148
137; 0,8475162
138; 0,747183
139; 0,2946601
140; 0,2877472
141; 0,8121716
142; -0,2276522
143; 0,3424206
144; -0,9327617
145; -0,2417082
146; -0,5094253
147; 0,6108853
148; -0,09864777
149; -0,5734755
150; -0,348983
151; 0,9513443
152; -0,388748
153; -0,6594746
154; -0,3406862
155; 0,1206478
156; -0,9307961
157; 0,2433201
158; 0,270753
159; 0,797722
160; 0,9681208
161; 0,2565109
162; 0,8059925
163; 0,01293572
164; -0,7723648
165; -0,1510729
166; -0,3776057
167; 0,3224295
168; -0,9262497
169; -0,9619935
170; 0,5132036
171; -0,6788949
172; 0,5691759
173; 0,2149617
174; -0,7225611
175; 0,2477221
176; -0,0650798
177; 0,02915352
178; 0,5856428
179; -0,5745323
180; -0,1078644
181; 0,4146719
182; -0,02851618
183; 0,6635491
184; -0,7153517
185; -0,4913449
186; 0,5918209
187; 0,8959354
188; 0,806227
189; -0,542921
190; 0,4066864
191; -0,996933
192; 0,4196763
193; 0,01461616
194; 0,6729285
195; 0,846784
196; -0,4035746
197; -0,2014019
198; -0,2188985
199; -0,4148196
200; -0,3240258
201; -0,165153
202; -0,9796597
203; -0,4621681
204; 0,9441763
205; -0,1108488
206; 0,2452851
207; -0,9094325
208; 0,7687413
209; -0,3033724
210; -0,1581317
211; 1
212; 0,453101
213; -0,0006631091
214; -0,2937407
215; -0,9508002
216; -0,142217
217; 0,5172574
218; 0,5052749
219; 0,1735759
220; 0,08806553
221; -0,7865695
222; 0,7536165
223; 0,4832015
224; 0,4140088
225; 0,4645382
226; -0,1110854
227; -0,4224344
228; -0,558577
229; -0,5863723
230; 0,8719187
231; 0,8415986
232; -0,8082226
233; -0,4579897
234; 0,3259204
235; -0,2956992
236; -0,2442992
237; -0,6983601
238; 0,6403793
239; -0,6498696
240; -0,1218644
241; -0,8651751
242; 0,1969004
243; -0,6889399
244; 0,1845382
