GeneIndex;Weight
0; 0,7638354
1; 0,4926108
2; -0,3651266
3; -0,7270673
4; 0,8533283
5; -0,9132754
6; -0,3375863
7; -0,3743837
8; -0,8313566
9; 0,02109703
10; -0,9923825
11; -0,5943123
12; -0,571886
13; 0,06925566
14; 0,8422353
15; 0,1951392
16; -1
17; 0,5246429
18; -0,8517458
19; 0,3996261
20; -0,8077303
21; -0,3660281
22; 0,3407111
23; -0,1387446
24; 0,9280457
25; -0,3468469
26; 0,7672175
27; -0,7035455
28; -0,3166805
29; -0,9054158
30; -0,04764161
31; -0,6714188
32; 0,8968543
33; 0,7873555
34; 0,5878346
35; -0,9683751
36; -0,4108015
37; 0,7959372
38; -0,5376963
39; -0,137685
40; -0,1056307
41; -0,5006995
42; 0,6873114
43; -0,06585731
44; -0,1376511
45; 0,6995834
46; -0,4733542
47; 0,8195888
48; -0,3383588
49; 0,8255256
50; 0,1931686
51; 0,1428866
52; -0,3424121
53; -0,2194718
54; -0,7545976
55; 0,9733499
56; 0,9348548
57; -0,6890641
58; -0,09477419
59; 0,6725361
60; -0,2411717
61; -0,6790737
62; 0,6280584
63; -0,5859842
64; 1
65; -0,7097604
66; -0,6999705
67; -0,05367396
68; 0,683648
69; -0,03457097
70; 0,6967087
71; 0,3916157
72; 0,3396521
73; -0,9240809
74; -0,9173192
75; -0,769791
76; -0,9527983
77; 1
78; 0,5255482
79; 0,476284
80; -0,2076048
81; -0,2771102
82; 0,08062209
83; -0,4690934
84; -0,006890327
85; 0,6351635
86; 0,4734752
87; 0,2902773
88; -0,1338485
89; -0,3787798
90; 0,6387323
91; 0,9059317
92; -0,1012553
93; -0,2803067
94; 0,01004915
95; 0,3311202
96; 0,1221757
97; 0,07633608
98; 1
99; -0,3259058
100; -0,3259803
101; 0,6785567
102; 0,02296155
103; -0,5592027
104; -0,5059108
105; 0,3972872
106; -0,4631325
107; 0,104083
108; -0,5680279
109; 0,9209218
110; -0,08778808
111; -0,7386072
112; -0,8776569
113; -0,7963434
114; -0,4738298
115; -0,05572093
116; 0,5006473
117; -0,5531107
118; -0,212386
119; 0,9237602
120; 0,9696873
121; -0,3085455
122; 0,8537742
123; -0,1798488
124; -0,9663975
125; 0,1515459
126; -0,7845839
127; 0,6826835
128; 0,4994678
129; -0,7752056
130; -0,1110101
131; -0,5710788
132; -0,8167656
133; 0,4888318
134; -0,1201902
135; -0,8830277
136; -0,2256349
137; 0,7763582
138; 0,9252403
139; 0,4034275
140; 0,1923817
141; 0,6505487
142; -0,3773358
143; 0,3680956
144; -0,9805254
145; -0,1732706
146; -0,5200692
147; 0,3402821
148; -0,05156808
149; -0,6509824
150; -0,1386386
151; 0,8911942
152; -0,277914
153; -0,5082829
154; -0,4027385
155; 0,1141181
156; -0,8341616
157; 0,2485625
158; 0,07711396
159; 0,7278522
160; 0,9204087
161; 0,1638361
162; 0,8187704
163; -0,2146644
164; -0,7944513
165; -0,2283985
166; -0,2959975
167; 0,352084
168; -0,9877019
169; -0,8566722
170; 0,5577757
171; -0,7972236
172; 0,6113321
173; 0,08897544
174; -0,7677308
175; 0,2944269
176; -0,2758981
177; -0,05892571
178; 0,7475179
179; -0,5538108
180; -0,3088595
181; 0,4236453
182; 0,1303723
183; 0,8235703
184; -0,6868446
185; -0,5229175
186; 0,6536394
187; 0,8841262
188; 0,7891815
189; -0,7756799
190; 0,5967993
191; -0,8452292
192; 0,4097316
193; 0,05965617
194; 0,6057093
195; 0,8886395
196; -0,3561616
197; -0,1894124
198; -0,4124454
199; -0,3592585
200; -0,2739439
201; -0,1761391
202; -1
203; -0,4153933
204; 0,9676505
205; -0,1712191
206; -0,01058946
207; -0,6934922
208; 0,7715828
209; -0,35524
210; -0,1375842
211; 0,9632888
212; 0,4228708
213; -0,1732962
214; -0,3641008
215; -0,8093897
216; 0,08816769
217; 0,5172574
218; 0,5729578
219; 0,2276667
220; 0,1450779
221; -0,9116113
222; 0,7867233
223; 0,4628319
224; 0,5063601
225; 0,5035823
226; 0,1198779
227; -0,4396945
228; -0,7860361
229; -0,5341867
230; 0,6679725
231; 0,8146644
232; -0,8581721
233; -0,2310439
234; 0,4116347
235; -0,2987675
236; -0,08970957
237; -0,6750202
238; 0,6623064
239; -0,4603502
240; -0,06779388
241; -0,8049957
242; 0,1992711
243; -0,5602741
244; 0,1122982
245; 0,4711696
246; -0,4238046
247; 0,2231474
248; -0,3335086
249; -0,2782672
250; -0,1246379
251; 0,1733183
252; 1
253; -0,1079324
254; 0,4488756
255; -0,006087724
256; -0,5747775
257; 0,06548472
258; -0,03882652
259; 0,7164033
260; -1
261; -0,1148189
262; -0,08708975
263; 0,320903
264; -0,9910587
265; -0,8796446
266; 0,2544309
267; 0,2179193
268; 0,7611579
269; 0,2785868
270; -0,2731024
271; -0,3369287
272; -0,1657701
273; 0,6210287
274; -0,2521618
275; -0,110296
276; -0,5009288
277; 0,7614859
278; -0,004336152
279; 0,6029034
280; 0,7592252
281; 0,4189796
282; -0,4079308
283; 0,1062926
284; -0,4017653
285; -0,1162753
286; 0,3642316
287; -0,7475415
288; 0,9511356
289; 0,6122317
290; -0,5008232
291; -0,8898008
292; -0,2445709
293; -0,9256354
294; 0,1109796
295; 0,4594432
296; -0,8150163
297; -0,8916372
298; 0,9260857
299; 0,63233
300; 0,6239972
301; 0,3709954
302; -0,4686657
303; -0,5779261
304; -0,04201647
305; -0,02413819
306; 0,3515873
307; -0,3060285
308; 0,1499839
309; 0,7757244
310; -0,09552942
311; 0,2472124
312; 0,5662412
313; 0,3494579
314; 0,0657486
315; -0,3630535
316; 0,8736738
317; 0,1751701
318; 0,1504882
319; 0,1816904
320; 0,1646174
321; -0,567188
322; -0,08633011
323; 0,5770689
324; -0,5329422
325; -0,4970361
326; -0,3902581
327; -0,3589882
328; -0,9062055
329; -0,6322811
330; -0,3472325
331; -0,07167273
332; 0,5343645
333; 0,2476893
334; -0,244651
335; 0,9321633
336; -0,5876626
337; -0,2463312
338; -0,1411923
339; -0,04221378
340; -0,5709165
341; -0,5156128
342; -0,07300796
343; 0,2772491
344; -0,5757115
345; 0,8259881
346; 1
347; -0,2164029
348; -0,7540228
349; -0,7009967
350; 0,6260523
351; -0,3188363
352; -0,6225759
353; -0,1841172
354; 0,5055075
355; -0,03933548
356; -0,1208807
357; 0,6407927
358; 0,8917522
359; -0,7233162
360; 0,08289609
361; -0,5625178
362; -0,03956662
363; -0,8515377
364; 0,5752969
365; 0,6883861
366; 0,5827497
367; 0,4977847
368; -0,4448597
369; -0,59021
370; 0,04317229
371; -0,0540369
372; 0,09062152
373; 0,1174834
374; 0,1261751
375; -0,3499045
376; -0,8669029
377; -0,4840833
378; -0,1939737
379; 0,02590828
380; 0,6094658
381; -0,558026
382; -0,8718454
383; 0,0435216
384; 0,4995737
385; -0,7877614
386; 0,07192879
387; -0,9433336
388; 0,6840146
389; 0,1766019
390; 0,2171311
391; -0,1240571
392; 0,2044097
393; -0,7978737
394; 0,03874986
395; 0,1393929
396; 0,7411322
397; 0,4196037
398; -0,5557991
399; 0,6554729
400; -1
401; 0,6517693
402; 0,6445411
403; 0,9505826
404; -0,07908539
405; 0,3969201
406; 0,6862775
407; -0,5915576
408; -0,5529791
409; -0,4268591
410; -0,5548715
411; 0,7014488
412; -0,8154779
413; 0,3531729
414; 0,9400966
415; 0,7426811
416; -0,6987634
417; -0,1889196
418; -0,9990506
419; -0,02330916
420; -0,5320279
421; -0,264217
422; -0,0101331
423; -0,9866189
424; 0,4858047
425; -0,09016507
426; -0,918095
427; 0,8391467
428; 0,6805371
429; 0,8692482
430; 0,9973854
431; -0,7702239
432; 0,06620361
433; 0,3819594
434; 0,479944
435; 0,183082
436; -0,339949
437; -0,02418758
438; -0,1742213
439; -0,9412879
440; 0,9059165
441; 0,4208227
442; -0,5825375
443; 0,5454819
444; 0,966791
445; 0,2143589
446; 0,9359099
447; -0,1542178
448; -0,3188947
449; 0,7074239
450; 0,2380714
451; -0,05297191
452; 0,2146207
453; 0,1516927
454; 0,142843
455; 0,4400707
456; -0,8685998
457; -0,2880014
458; 0,8644636
459; 0,701005
460; -0,4367389
461; -0,5074209
462; 0,6192037
463; 0,008584887
464; 0,09057341
465; 0,2267613
466; 0,3921608
467; -0,4697725
468; -0,1535104
469; -0,09931694
470; 0,3819301
471; -0,4411145
472; 0,04631519
473; 0,9555522
474; 0,2461064
475; 0,2849432
476; -0,6211113
477; -0,9216588
478; 0,7323838
479; -0,2242912
480; 0,7252951
481; 0,3330603
482; 0,9146804
483; -0,007521197
484; 0,01634501
485; 0,03890809
486; -0,2892625
487; -0,2408776
488; 0,7450861
489; 0,0767257
490; -0,4577015
491; 0,4487535
492; -0,6092576
493; -0,1358773
494; -0,5584485
495; -0,3533276
496; 0,5292507
497; 0,568701
498; 0,3847907
499; 0,1122939
500; 0,06008838
501; 0,2383345
502; 0,8615552
503; 0,4677459
504; -0,06515884
505; 0,05356754
506; -0,1567332
507; 0,8286517
508; -0,9384623
509; -0,04136259
510; -0,6255351
511; 0,8052305
512; -0,932856
513; 0,9237259
514; 0,8242772
515; -0,02127494
