Generation;Fitness
17;0,5932277
17;15,31985
17;-0,85
17;0,09737402
17;0,4184978
17;0,003556848
17;0,2334796
17;14,97918
17;0
17;0,4253163
17;0,1903301
17;0,01605626
17;0,2372723
17;0,1366916
17;-0,02
17;-0,116552
17;0,4656881
17;0,4923251
17;0,4033812
17;-0,1097315
17;-0,2186008
17;0,3472581
17;0,2300417
17;-0,04367449
17;0,2393351
17;-0,006582698
17;-0,4
17;0,4798608
17;0,4976349
17;15,21491
17;0,3369935
17;0,7100849
17;-0,168016
17;0,6427096
17;0,4919217
17;0
17;0,3328068
17;0,6014435
17;0,5711352
17;0,4773857
17;-0,1155067
17;0,04069861
17;-0,301756
17;-0,1337554
17;-0,143892
17;0,1181621
17;0,3793468
17;14,82254
17;0,4422678
18;-0,1004121
18;0,4664753
18;15,53061
18;0,359726
18;15,30681
18;0,1515226
18;0,62104
18;-0,08814561
18;0,3898636
18;-0,3381621
18;-0,449019
18;0,6831909
18;0,2973796
18;0,3709925
18;15,68267
18;0,6775717
18;0,6100775
18;0,2938819
18;0,8563675
18;15,57012
18;0,03908544
18;15,29895
18;0,6029292
18;0,8468313
18;0,3584985
18;15,48434
18;-0,5308977
18;15,65786
18;15,73496
18;0,1729074
18;0,8782783
18;0,8667567
18;0,08049098
18;0,6382677
18;0,3250806
18;0,06164485
18;0,4352266
18;15,33092
18;15,52305
18;0,1144927
18;15,60348
18;0,06884277
18;14,96339
18;0,5400354
18;15,75337
18;0,0005626399
18;0,0368467
18;0,03527789
18;0,5805643
18;15,5383
18;-0,11
18;15,50795
18;0,3630439
18;-0,05481285
18;-0,1881038
18;0,4016054
18;0,7534868
18;0,3762035
18;0,057814
18;0,3349007
19;0,1621445
19;0,3813059
19;15,12547
19;-0,02334549
19;0,2868454
19;-0,08
19;0,3436667
19;0,3590782
19;0,1638508
19;-1,02
19;-0,15
19;15,03291
19;-0,68
19;0,3152996
19;14,98543
19;-0,41
19;-0,009035312
19;0,7257664
19;0,2594002
19;-0,83
19;-0,16
19;0,3097757
19;0,2533488
19;0,2768009
19;0,3608598
19;0,5291322
19;0,266359
19;15,65788
19;15,09247
19;0,4008431
19;0,1694787
19;-0,04356987
19;15,03642
19;0,05486694
19;0,3149199
19;0,287924
19;0,5837705
19;0,2390676
19;0,3394865
19;-0,09
19;15,07841
19;0,1987518
19;15,43664
19;-0,08213431
19;14,56913
19;-0,38
19;0,3262206
19;0,324276
19;0,135203
19;0,3325236
19;0,2273196
19;0,348694
19;-0,1285978
19;15,45499
19;0,4453577
19;0,3373427
19;0,1666881
19;-0,43
19;0,2974886
19;0,3706478
20;-0,32
20;-0,26
20;0
20;-0,3
20;-0,24
20;0
20;0
20;-0,12
20;-0,37
20;-0,18
20;0
20;-0,29
20;-0,17
20;-0,25
20;0
20;-0,3
20;-0,05
20;-0,03
20;0
20;-0,13
20;-0,09
20;-0,19
20;0
20;-0,11
20;-0,28
20;-0,64
20;-0,32
20;-0,21
20;-0,33
20;-0,38
20;0
20;-0,13
20;-0,28
20;-0,11
20;-0,15
20;-0,16
20;-0,38
20;-0,24
20;0
20;-0,41
20;-0,14
20;-0,11
20;-0,14
20;-0,24
20;-0,48
20;0
20;-0,02
20;-0,53
20;-0,12
20;-0,09999999
20;-0,06
20;-0,19
20;-0,34
20;-0,5
20;0
20;-0,27
20;0
20;-0,25
20;-0,2552343
20;0
21;-0,02
21;0,36544
21;0,00326851
21;-0,09441663
21;-0,65
21;0,1359528
21;-0,07
21;0,8732441
21;0,01478231
21;0,07785003
21;-0,14
21;-0,1006643
21;15,54477
21;0,1726842
21;0,1372845
21;15,29648
21;0,2414825
21;15,20542
21;0,03324236
21;0,05891135
21;0,06171256
21;-0,112661
21;-0,03
21;0,007557988
21;0,590339
21;0
21;15,57821
21;0,1174656
21;-0,44
21;0
21;-0,12
21;0,06439339
21;0,09499826
21;-0,08258665
21;0,01251853
21;0,08099234
21;15,2285
21;0,4705986
21;0,6940446
21;0,01138633
21;0,2238084
21;0,03058381
21;-0,01
21;-0,04
21;-0,01
21;-0,007636797
21;15,15883
21;-0,05525589
21;0
21;15,47596
21;0
21;0,09573358
21;0,09035035
21;0,08705162
21;0,3271064
21;-0,09999999
21;0,005761897
21;0,03729018
21;0
21;0,1340426
22;0,02689504
22;0,326165
22;0,3663523
22;0,2523625
22;0,1851433
22;-0,1259841
22;0,469183
22;0,5406722
22;0,8143958
22;-0,1805417
22;0,3087904
22;0,2303289
22;-0,1376998
22;0,4430848
22;0,3740062
22;15,72098
22;0,3363276
22;0,1206755
22;0,3275572
22;0,08687691
22;0,4087824
22;0,2491384
22;0,1732759
22;-0,1728606
22;15,59486
22;0,8541204
22;0,2790824
22;0,5068371
22;-0,2075779
22;15,52768
22;0,3862959
22;15,51757
22;15,52796
22;0,2502456
22;0,4422664
22;0,2939601
22;15,40891
22;0,4497117
22;0,2752392
22;15,68277
22;0,3089759
22;0,1101581
22;0,2702428
22;0,3241493
22;0,4751249
22;0,1591821
22;15,57329
22;-0,1358541
22;-0,150254
22;0,04268235
22;0,2954516
22;0,1367548
22;15,79943
22;0,3398638
22;0,09408695
22;0,7635785
22;0,38601
22;0,264716
22;0,3491385
22;-0,1113375
23;15,33161
23;15,42198
23;15,01562
23;15,72624
23;15,51433
23;15,54355
23;0,7662632
23;15,69656
23;15,60436
23;0,3721421
23;15,58524
23;15,7264
23;15,69656
23;15,31643
23;-0,05868365
23;15,63926
23;0,4068133
23;14,90184
23;0,6499147
23;15,6464
23;15,75142
23;15,04141
23;-0,1737031
23;15,7361
23;15,45891
23;15,26643
23;15,3236
23;15,61609
23;0,4320017
23;-0,98
23;0,8188545
23;15,41084
23;15,66177
23;15,53594
23;15,62436
23;0,6642681
23;-0,1203843
23;15,53678
23;15,03699
23;15,53219
23;0,07626898
23;0,8952023
23;0,4843841
23;15,54136
23;15,60355
23;15,6688
23;15,63449
23;15,65926
23;15,28282
23;0,1511394
23;0,2750645
23;15,50857
23;0,5386821
23;15,36395
23;0,4153586
23;0,106213
23;0,6885812
23;15,73131
23;0,6388155
23;15,61766
24;-0,1957364
24;-0,36
24;0
24;-0,64
24;-0,34
24;0,0983978
24;-0,07
24;-0,84
24;0,1529129
24;0
24;0,2811091
24;-0,1675784
24;-0,15
24;0,5048158
24;-0,34
24;0
24;-0,03
24;0,2549067
24;-0,19
24;0,2388493
24;-0,03
24;-0,23
24;-0,18
24;0,347822
24;-0,32
24;-0,03
24;-0,14
24;-0,14
24;0,3958732
24;0,4175575
24;-0,32
24;-0,17
24;-0,5977429
24;-0,89
24;-0,29
24;-0,37
24;-0,64
24;-0,67
24;-0,18
24;-0,1146775
24;0,4512621
24;-0,3
24;0,375966
24;0,06401194
24;-0,24
24;0,3909756
24;0
24;-0,05
24;-0,56
24;0,3404703
24;-0,07
24;-0,73
24;-0,3874187
24;-0,003755989
24;-0,43
24;0,1777854
24;0,3726989
24;0,1480297
24;0,13241
24;0,4242814
25;15,78972
25;0,7513119
25;15,0453
25;-0,16
25;0,7281451
25;0,8731752
25;0,199936
25;0,3304204
25;0,2253453
25;0,5602856
25;0,4317645
25;0,03867394
25;0,864889
25;0,5382081
25;0,6574705
25;0,7845577
25;15,56846
25;0,3021909
25;0,7420067
25;-0,0516422
25;15,68126
25;0,4669316
25;15,26971
25;0,4627182
25;0,3536589
25;0,7090271
25;0,7299269
25;15,61127
25;15,00347
25;15,26361
25;0,2036674
25;0,4758232
25;0,5916811
25;0,430034
25;0,7755091
25;0,6365569
25;0,8011248
25;0,8095116
25;0,425152
25;15,54241
25;15,02557
25;15,69769
25;0,794331
25;0,3171531
25;15,69585
25;0,3641866
25;0,6153329
25;0,7582523
25;0,7741871
25;0,4359626
25;0,6227781
25;0,3306598
25;15,16815
25;0,6025079
25;0,706942
25;0,6960683
25;0,6261917
25;0,6123032
25;0,7324287
25;0,7748659
26;-0,36
26;0
26;-0,03
26;0
26;-0,04
26;-0,02
26;-0,19
26;-0,31
26;0
26;-0,15
26;-0,09
26;-0,29
26;-0,04
26;-0,11
26;0
26;0
26;0
26;0
26;-0,07
26;-0,41
26;0
26;-0,26
26;0
26;-0,09999999
26;-0,23
26;-0,09999999
26;-0,17
26;0
26;-0,04
26;-0,23
26;0
26;-0,04
26;-0,02
26;-0,2
26;-0,04
26;-0,2
26;0
26;0
26;0
26;-0,03
26;-0,18
26;-0,34
26;-0,12
26;-0,06
26;0
26;0
26;0
26;-1,03
26;-0,04
26;0
26;-0,26
26;-0,09
26;-0,68
26;-0,24
26;0
26;-0,11
26;0
26;-0,13
26;0
26;0
27;15,31872
27;-0,02
27;15,80669
27;15,82654
27;15,70324
27;15,11255
27;0,264248
27;15,74491
27;14,49868
27;15,76347
27;15,08986
27;15,82654
27;15,51748
27;15,30872
27;0,7020888
27;15,79711
27;0,4378225
27;15,11691
27;15,77767
27;14,73046
27;15,57567
27;15,47709
27;15,13391
27;15,75863
27;15,09517
27;0,7911822
27;15,69948
27;15,43247
27;0,3250683
27;15,79711
27;15,80194
27;15,74402
27;15,73347
27;15,7125
27;15,73347
27;15,80194
27;15,20823
27;0,3554666
27;15,58514
27;15,44683
27;0,0643346
27;15,81655
27;15,83161
27;15,74948
27;15,6241
27;15,82159
27;15,06461
27;15,75863
27;15,11098
27;15,67469
27;15,33872
27;15,72838
27;15,82159
27;15,56322
27;15,82654
27;-0,006562253
27;15,7072
27;15,50513
27;15,78718
27;15,73983
28;15,8178
28;15,83631
28;15,78239
28;15,7533
28;15,35938
28;15,83007
28;15,82385
28;15,82385
28;15,85035
28;15,8434
28;15,82385
28;15,8639
28;15,80011
28;15,82385
28;15,8434
28;15,8434
28;15,83007
28;15,73525
28;15,85725
28;15,80605
28;15,77074
28;15,63907
28;15,80605
28;15,8639
28;15,81193
28;15,67642
28;15,6251
28;15,6422
28;15,68789
28;15,85725
28;15,57403
28;15,85035
28;15,77666
28;15,85725
28;15,81193
28;15,7469
28;15,83631
28;15,8434
28;15,81193
28;15,85035
28;15,61334
28;15,79372
28;15,85725
28;15,80011
28;15,8434
28;15,85725
28;15,67642
28;15,61334
28;15,8434
28;15,85035
28;15,8434
28;15,72342
28;15,81193
28;15,5751
28;15,8434
28;15,77074
28;15,82385
28;15,68789
28;15,48165
28;15,85725
29;0,891449
29;15,69532
29;15,6831
29;15,55626
29;0,02325616
29;0,07111086
29;15,72276
29;0,07314028
29;15,04888
29;15,70404
29;15,56047
29;15,70836
29;15,30231
29;15,61721
29;15,58903
29;15,27976
29;15,26172
29;15,64267
29;15,71769
29;15,37748
29;15,73271
29;15,44381
29;0,1829824
29;15,69965
29;0,1365696
29;0,1013231
29;15,71304
29;15,70404
29;15,47717
29;15,08308
29;15,53665
29;15,70836
29;15,55461
29;15,56861
29;15,0358
29;15,70404
29;15,22351
29;0,7219411
29;15,72803
29;15,70836
29;15,37748
29;15,72276
29;15,71304
29;15,69532
29;-0,16
29;15,07348
29;15,69532
29;15,72803
29;15,71769
29;-1,04
29;15,72276
29;-0,09999999
29;15,71769
29;15,66081
29;15,70769
29;0,1063592
29;15,50803
29;15,06883
29;-0,09873687
29;15,71304
30;-0,52
30;-0,6
30;15,6204
30;-0,87
30;-0,29
30;-0,49
30;-0,72
30;-0,11
30;-0,42
30;15,644
30;-1,09
30;-0,73
30;-0,26
30;-0,36
30;-0,97
30;-1
30;-0,19
30;-0,43
30;-0,23
30;-1,01
30;15,39451
30;-0,3913964
30;-0,85
30;-0,65
30;-0,34
30;-0,44
30;-0,67
30;-1,09
30;-0,57
30;-0,62
30;15,30182
30;15,30773
30;-0,72
30;-0,19
30;15,00594
30;-0,95
30;-0,36
30;-0,45
30;-0,9899999
30;-0,25
30;-0,16
30;-0,09999999
30;-0,68
30;15,08972
30;15,43336
30;0,5390933
30;15,44123
30;-0,92
30;-0,39
30;-1,04
30;-0,35
30;15,0539
30;-0,32
30;-0,77
30;-0,79
30;-0,25
30;-0,45
30;15,624
30;-0,35
30;-0,5
31;15,47223
31;0,1415508
31;0,3559323
31;0,1357008
31;15,73751
31;0,1410421
31;15,18051
31;15,55652
31;15,70084
31;15,41674
31;0,1815327
31;15,6366
31;15,19451
31;-0,04336195
31;0,6125969
31;0,2550003
31;-0,03
31;15,31812
31;0,2777611
31;0
31;15,75683
31;15,34383
31;0,03310568
31;15,73751
31;0,1405261
31;-0,04730376
31;0,1126887
31;15,75176
31;0,05076719
31;15,38984
31;15,09042
31;15,61921
31;15,28761
31;15,7324
31;0,1053509
31;15,73751
31;15,20863
31;15,56166
31;15,17848
31;0,16829
31;15,69236
31;15,52405
31;15,71421
31;-0,1205174
31;15,60624
31;15,35211
31;0
31;15,62327
31;15,72786
31;14,82218
31;14,95731
31;15,70521
31;0,02895373
31;15,34957
31;0,1414923
31;15,18451
31;15,76198
31;15,64579
31;0,6693998
31;15,61364
32;0,6686206
32;0,6808862
32;0,564398
32;0,67393
32;0,697873
32;0,7209988
32;0,5111372
32;0,6631233
32;0,2230822
32;0,6980621
32;0,7072971
32;0,4545081
32;0,6755662
32;0,2242825
32;0,6481721
32;0,7029101
32;0,5877707
32;0,6156299
32;0,6611212
32;0,6855994
32;0,7069708
32;0,5210844
32;0,7007434
32;0,7074945
32;0,6169831
