GeneIndex;Weight
0; -0,8941087
1; 0,2791342
2; 0,454673
3; 0,8775981
4; -0,6811829
5; -0,07785928
6; -0,2303106
7; -0,7746424
8; -0,6449401
9; -0,3531789
10; -0,6674006
11; 0,8612767
12; -0,5107908
13; 0,6713247
14; -0,7044492
15; 0,5979807
16; 0,8602412
17; 0,3370531
18; 0,3448339
19; -0,8497162
20; -0,4082922
21; 0,1437061
22; 0,966692
23; 0,3385413
24; 0,2509244
25; -0,6052527
26; 0,2078656
27; -0,2529081
28; 0,7675868
29; 0,3125956
30; 0,5075343
31; 0,1496775
32; -0,471933
33; -0,8631458
34; -0,8025746
35; 0,7498445
36; 0,8906517
37; -0,9103611
38; 0,8873365
39; 0,0767926
40; 0,2231191
41; 0,3448765
42; 0,4694338
43; 1
44; -0,4963959
45; 0,8597431
46; 0,4076136
47; 0,4552189
48; -0,6772945
49; -0,199585
50; 0,5953621
51; -0,7966567
52; 0,7236587
53; 0,7737402
54; 1
55; 0,5889704
56; 0,462007
57; -0,9291687
58; 0,0298178
59; -0,69909
60; 0,9451936
61; 0,6612958
62; 0,4652599
63; 0,6577255
64; 0,3994259
65; 0,610464
66; 0,04947388
67; -0,7592309
68; -0,3385519
69; -0,5093474
70; 0,8788683
71; 0,4707191
72; -0,7749918
73; -0,3799974
74; 0,3276316
75; 0,1248333
76; -0,2062538
77; -0,5497656
78; -0,05022132
79; -0,6793066
80; 0,8093526
81; -0,4178666
82; 0,3483271
83; -0,2585567
84; 0,8757398
85; -0,8529935
86; 0,6361743
87; 0,09064626
88; 0,5011425
89; -0,763063
90; -0,576783
91; -0,8751355
92; -0,3020471
93; -0,5108529
94; 0,5036031
95; -0,2377018
96; -0,8376539
97; -0,8023627
98; -1
99; -0,2149857
100; -0,2470762
101; -0,9071355
102; 0,3449077
103; -0,6613979
104; 0,7055225
105; -0,7552851
106; -0,7541134
107; 0,523181
108; 0,8644688
109; 0,8280139
110; -0,7138849
111; 0,6185691
112; 0,8779364
113; -0,1603918
114; -0,7768858
115; -0,2320219
116; 0,9106978
117; 0,864824
118; -0,1040014
119; 0,8904741
120; 0,7588885
121; 0,1274703
122; 0,2611696
123; 0,4796684
124; 0,05289996
125; -0,3888716
126; -0,3450366
127; -0,09995554
128; 0,5900877
129; 0,482557
130; 0,2250812
131; 0,9479299
132; -0,6445553
133; 0,7760351
134; 0,3320654
135; 0,6850593
136; -0,2815898
137; -0,3605822
138; -0,01577294
139; -0,4821927
140; 0,9908843
141; 0,6286445
142; -0,5811272
143; 0,5257567
144; 0,3035218
145; 0,5072024
146; 0,2908287
147; -0,4608384
148; -0,03240081
149; 0,4479055
150; 0,8024731
151; 0,9773247
152; -0,5218986
153; 0,1966879
154; 0,9053271
155; 0,8619143
156; -0,7765734
157; -0,04023087
158; -0,6913419
159; -0,6759813
160; -0,09896314
161; 0,8308924
162; 0,7460245
163; -0,01223827
164; 0,2826371
165; -0,3574118
166; -0,7572787
167; -0,6790957
168; 0,03716264
169; -0,4815184
170; 0,9072803
171; 0,8032711
172; -0,2851246
173; -0,7491561
174; 0,7550666
175; -0,5889009
176; 0,2805702
177; 0,6726103
178; -0,2257825
179; -0,01126684
180; 0,4644985
181; -0,5201703
182; -0,3092535
183; 0,06356618
184; -0,5378838
185; 0,4762053
186; -0,8795279
187; 0,2572724
188; 0,2083687
189; 0,3206892
190; 0,7689396
191; -0,7001107
192; 0,1063423
193; -0,9119586
194; 0,9849393
195; -0,03216648
196; -0,0397054
197; 0,631109
198; -0,7434916
199; 0,591329
200; -0,9181436
201; -0,2874583
202; -0,2680995
203; 0,651144
204; -0,0009614229
205; -0,4540179
206; -0,3926053
207; 0,5203936
208; 0,09419026
209; -0,6718983
210; -0,663133
211; -0,1233557
212; -0,9194549
213; -0,3410583
214; -0,1275161
215; 0,5414608
216; -0,7934697
217; -0,2514403
218; 0,9478721
219; 0,2412879
220; -0,5576143
221; -0,9191978
222; -0,6223495
223; -0,03722212
224; 0,001756452
225; -0,7894113
226; 0,2686844
227; 0,2442209
228; -0,2739323
229; 0,8295094
230; 0,5711007
231; 0,9014463
232; 0,694356
233; -0,09771521
234; 0,845967
235; -0,1363838
236; -0,9173222
237; -0,2355163
238; -0,3292841
239; 0,4986195
240; -0,6413646
241; 0,7451767
242; -0,9497762
243; 0,9478543
244; 0,8458084
245; 0,6361574
246; 0,7978203
247; -0,04937851
248; -0,2337314
249; 0,3172227
250; -0,8511919
251; -0,1903378
252; -0,2697176
253; -0,1295589
254; -0,01543629
255; -0,2732986
256; 0,5938517
257; -0,9196774
258; 1
259; 0,05488729
260; 0,8566067
261; 0,3108358
262; 0,02010249
263; 0,1074115
264; 0,1028676
265; -0,08527618
266; -0,4982848
267; -0,2272328
268; 0,4623587
269; 0,5477628
270; -0,6298707
271; -0,6820236
272; 0,2619269
273; -0,1987505
274; 0,6143754
275; 0,8450615
276; 0,5261996
277; 0,5400941
278; -0,6955433
279; -0,377771
280; 0,8339122
281; 0,001660865
282; 0,9909807
283; -0,2025407
284; -0,8823657
285; -0,187781
286; -0,1289607
287; -0,6172154
288; 0,255361
289; 0,08782595
290; 0,2991754
291; 0,4256435
292; 0,1993005
293; 0,7540661
294; 0,8451752
295; 0,0607565
296; 0,9014063
297; 0,6666666
298; -1
299; -0,8198897
300; -0,5355461
301; -0,2252679
302; 0,3730468
303; -0,5916585
304; 0,7569802
305; 0,006475221
306; -0,6709495
307; 0,1575729
308; 0,2752822
309; -0,1869295
310; 0,3062386
311; -0,1992515
312; -0,5718741
313; -0,8179672
314; 0,8924288
315; 0,2419468
316; 0,4768551
317; 0,5053139
318; 0,3566853
319; -0,1822994
320; -0,5994074
321; 0,09493434
322; -0,6126998
323; -0,4588317
324; 0,07923231
325; -0,8147337
326; 0,04441297
327; 0,3957589
328; 0,2527361
329; -0,4679118
330; 0,6165183
331; -0,0912938
332; 0,5087408
333; -0,9080889
334; -0,446346
335; 0,4419088
336; 0,7761065
337; 0,2367525
338; -0,8442185
339; -0,5879636
340; -0,9199431
341; 0,2695946
342; -0,5639662
343; -0,4246499
344; 0,6170237
345; -0,03860772
346; -0,9317132
347; 0,2260476
348; -0,3230376
349; -0,04293124
350; -0,1618353
351; 0,420195
352; -0,6260045
353; 0,522513
354; 0,552233
355; 0,09058535
356; 0,1268336
357; 0,9068375
358; -0,5150266
359; -0,3757888
360; 0,1202772
361; 0,7922276
362; 0,867638
363; -0,285773
364; 0,8919477
365; -0,8174131
366; 0,3247468
367; -0,74349
368; -0,6525464
369; 0,433071
370; -0,0667266
371; 1
372; 0,518906
373; 0,7996146
374; 0,3335406
375; 0,2841544
376; -0,01911816
377; -0,4713786
378; 0,2683814
379; 0,1870135
380; 0,7935958
381; 0,4416109
382; -0,6269591
383; 0,7221323
384; -0,85382
385; -0,1129631
386; -0,4885932
387; 0,1358961
388; 0,5469186
389; -0,8659369
390; -0,3241012
391; -0,8331425
392; 0,6183338
393; -0,7682011
394; 0,7095358
