GeneIndex;Weight
0; -0,8941087
1; 0,2044838
2; 0,5282785
3; 0,7902292
4; -0,6811829
5; -0,07785928
6; -0,2762037
7; -0,7497178
8; -0,6449401
9; -0,2626132
10; -0,7361686
11; 0,7569884
12; -0,5244813
13; 0,6094948
14; -0,7504582
15; 0,5101604
16; 0,8602412
17; 0,3370531
18; 0,3448339
19; -0,8162974
20; -0,4082922
21; 0,2132225
22; 0,966692
23; 0,2395869
24; 0,178584
25; -0,6249869
26; 0,3030394
27; -0,200998
28; 0,8138719
29; 0,2819957
30; 0,4404914
31; 0,1496775
32; -0,4714181
33; -0,7408751
34; -0,8492814
35; 0,750082
36; 0,8906517
37; -0,8662397
38; 0,8763214
39; -0,01625792
40; 0,1278806
41; 0,4380628
42; 0,6001402
43; 0,9004935
44; -0,4963959
45; 0,8818654
46; 0,3491794
47; 0,4552189
48; -0,7580658
49; -0,199585
50; 0,6856009
51; -0,7289797
52; 0,7236587
53; 0,62744
54; 1
55; 0,6384487
56; 0,4099807
57; -0,9291687
58; -0,001560118
59; -0,7151863
60; 0,9193578
61; 0,6068601
62; 0,3979309
63; 0,5450529
64; 0,3994259
65; 0,6341283
66; 0,04947388
67; -0,7592309
68; -0,3046334
69; -0,5064939
70; 0,8788683
71; 0,4707191
72; -0,6982394
73; -0,3799974
74; 0,2449691
75; 0,1248333
76; -0,2905763
77; -0,5497656
78; -0,1036048
79; -0,6285036
80; 0,8093526
81; -0,4644942
82; 0,4282987
83; -0,2585567
84; 0,928893
85; -0,8337855
86; 0,647499
87; 0,09064626
88; 0,5011425
89; -0,6954032
90; -0,576783
91; -0,8751355
92; -0,3020471
93; -0,4402688
94; 0,4404372
95; -0,3295295
96; -0,9902033
97; -0,7306833
98; -0,9768496
99; -0,2030897
100; -0,2135626
101; -0,8415186
102; 0,3429863
103; -0,4408654
104; 0,8466404
105; -0,6545172
106; -0,7016456
107; 0,6403671
108; 0,8644688
109; 0,8280139
110; -0,6507074
111; 0,6039906
112; 0,8779364
113; -0,1603918
114; -0,6892522
115; -0,1333653
116; 0,974846
117; 0,864824
118; -0,1040014
119; 0,9274526
120; 0,7588885
121; 0,125977
122; 0,2066422
123; 0,4796684
124; 0,003092609
125; -0,4815438
126; -0,373312
127; -0,09995554
128; 0,6217365
129; 0,482557
130; 0,1304287
131; 0,9479299
132; -0,5738446
133; 0,7760351
134; 0,5380992
135; 0,6863765
136; -0,3664083
137; -0,3616444
138; -0,08707141
139; -0,4821927
140; 0,9908843
141; 0,6690497
142; -0,7194912
143; 0,6744736
144; 0,3035218
145; 0,5072024
146; 0,1667196
147; -0,4608384
148; -0,1531176
149; 0,4479055
150; 0,7569563
151; 0,9773247
152; -0,5218986
153; 0,1966879
154; 0,9053271
155; 0,7726484
156; -0,7084431
157; -0,04023087
158; -0,7364004
159; -0,7788265
160; -0,09896314
161; 0,8188022
162; 0,7235593
163; -0,004189659
164; 0,2087112
165; -0,3574118
166; -0,7040568
167; -0,6893657
168; 0,03297657
169; -0,397316
170; 0,9743692
171; 0,8032711
172; -0,2851246
173; -0,7717772
174; 0,6727208
175; -0,5069317
176; 0,3473321
177; 0,6313033
178; -0,2257825
179; -0,01126684
180; 0,4644985
181; -0,3111455
182; -0,3092535
183; 0,08831815
184; -0,5177346
185; 0,6387938
186; -0,7944345
187; 0,2004504
188; 0,202331
189; 0,3751987
190; 0,7689396
191; -0,7001107
192; 0,09549918
193; -0,8721496
194; 0,9570272
195; -0,1203912
196; -0,0397054
197; 0,6567823
198; -0,6783577
199; 0,7238957
200; -0,8785757
201; -0,3488386
202; -0,2680995
203; 0,7245384
204; -0,07381012
205; -0,4010382
206; -0,4001812
207; 0,484745
208; 0,04602769
209; -0,6718983
210; -0,5720627
211; -0,1808983
212; -1
